binomial,family,invert,vert_end,vert_ect,vert_fish,vert_unk,scav,fruit,nect,seed,plant_other,diet_source,diet_certainty,forage,forage_certainty,forage_comment,nocturnal,crepuscular,diurnal,activity_source,activity_certainty,body_mass,body_mass_source,body_mass_species_level
Ctenomys dorsalis,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,165.6,Ref_117,1
Ctenomys dorbignyi,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,259.74,"Ref_2, Ref_3",0
Ctenomys coyhaiquensis,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,259.74,"Ref_2, Ref_3",0
Ctenomys conoveri,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_2,D1,860,Ref_117,1
Ctenomys coludo,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,259.74,"Ref_2, Ref_3",0
Ctenomys lewisi,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,117.2,Ref_117,1
Ctenomys bonettoi,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,202.3,Ref_117,1
Ctenomys pundti,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_2,D1,259.74,"Ref_2, Ref_3",0
Ctenomys bergi,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_2,D1,259.74,"Ref_2, Ref_3",0
Ctenomys azarae,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,400,Ref_117,1
Ctenomys australis,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,361.5,Ref_117,1
Ctenomys budini,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_2,D1,259.74,"Ref_2, Ref_3",0
Ctenomys scagliai,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_2,D1,259.74,"Ref_2, Ref_3",0
Ctenomys argentinus,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,221.3,Ref_117,1
Ctenomys brasiliensis,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,400,Ref_117,1
Ctenomys yolandae,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,259.74,"Ref_2, Ref_3",0
Ctenomys viperinus,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_2,D1,259.74,"Ref_2, Ref_3",0
Ctenomys validus,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,232.6,Ref_117,1
Ctenomys tulduco,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,259.74,"Ref_2, Ref_3",0
Ctenomys tucumanus,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,217,Ref_117,1
Ctenomys tuconax,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,249,Ref_117,1
Ctenomys torquatus,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,209.5,Ref_117,1
Ctenomys talarum,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,132.33,Ref_117,1
Ctenomys sylvanus,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_2,D1,259.74,"Ref_2, Ref_3",0
Ctenomys steinbachi,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,385,Ref_117,1
Ctenomys pontifex,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,400,Ref_117,1
Ctenomys sericeus,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,400,Ref_117,1
Ctenomys mendocinus,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,163.05,Ref_117,1
Ctenomys saltarius,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,230,Ref_117,1
Ctenomys roigi,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_2,D1,259.74,"Ref_2, Ref_3",0
Ctenomys rionegrensis,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,259.74,"Ref_2, Ref_3",0
Ctenomys porteousi,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,192.4,Ref_117,1
Ctenomys pilarensis,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_2,D1,259.74,"Ref_2, Ref_3",0
Ctenomys peruanus,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,490,Ref_117,1
Ctenomys perrensi,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,400,Ref_58,1
Ctenomys pearsoni,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,212,Ref_117,1
Ctenomys osvaldoreigi,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_2,D1,259.74,"Ref_2, Ref_3",0
Ctenomys opimus,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,361.5,Ref_117,1
Ctenomys occultus,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,150,Ref_117,1
Ctenomys minutus,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,92,Ref_117,1
Ctenomys sociabilis,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,400,Ref_117,1
Ctenomys colburni,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,400,Ref_117,1
Ctenomys magellanicus,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,272,Ref_117,1
Ctenomys maulinus,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,215,Ref_117,1
Phyllomys medius,Echimyidae,0,0,0,0,0,0,60,0,0,40,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,298.33,"Ref_2, Ref_3",0
Phyllomys mantiqueirensis,Echimyidae,0,0,0,0,0,0,60,0,0,40,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,298.33,"Ref_2, Ref_3",0
Phyllomys lundi,Echimyidae,0,0,0,0,0,0,60,0,0,40,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,298.33,"Ref_2, Ref_3",0
Phyllomys unicolor,Echimyidae,0,0,0,0,0,0,80,0,0,20,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,439,Ref_58,1
Phyllomys nigrispinus,Echimyidae,0,0,0,0,0,0,80,0,0,20,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,224.3,Ref_58,1
Phyllomys thomasi,Echimyidae,0,0,0,0,0,0,80,0,0,20,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,502.14,Ref_58,1
Phyllomys blainvillii,Echimyidae,0,0,0,0,0,0,80,0,0,20,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,243.3,Ref_58,1
Phyllomys brasiliensis,Echimyidae,0,0,0,0,0,0,80,0,0,20,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,312.49,Ref_58,1
Phyllomys dasythrix,Echimyidae,0,0,0,0,0,0,80,0,0,20,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,260,Ref_58,1
Phyllomys kerri,Echimyidae,0,0,0,0,0,0,60,0,0,40,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,298.33,"Ref_2, Ref_3",0
Phyllomys lamarum,Echimyidae,0,0,0,0,0,0,80,0,0,20,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,215.19,Ref_58,1
Phyllomys pattoni,Echimyidae,0,0,0,0,0,0,60,0,0,40,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,298.33,"Ref_2, Ref_3",0
Callistomys pictus,Echimyidae,0,0,0,0,0,0,80,0,0,20,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,518.99,Ref_58,1
Diplomys rufodorsalis,Echimyidae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,144.8,Ref_117,1
Diplomys labilis,Echimyidae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,227.5,Ref_117,1
Diplomys caniceps,Echimyidae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,394.5,Ref_117,1
Echimys chrysurus,Echimyidae,0,0,0,0,0,0,80,0,0,20,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,652.5,Ref_117,1
Echimys semivillosus,Echimyidae,0,0,0,0,0,0,80,0,0,20,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,200,Ref_117,1
Echimys saturnus,Echimyidae,0,0,0,0,0,0,80,0,0,20,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,626.9,Ref_117,1
Isothrix sinnamariensis,Echimyidae,0,0,0,0,0,0,30,0,20,50,Ref_3,D2,G,A,,1,0,0,Ref_2,D1,291.73,Ref_58,1
Isothrix pagurus,Echimyidae,0,0,0,0,0,0,30,0,20,50,Ref_3,D2,G,A,,1,0,0,Ref_1,ABC,210,Ref_117,1
Isothrix negrensis,Echimyidae,0,0,0,0,0,0,30,0,20,50,Ref_3,D2,G,A,,1,0,0,Ref_2,D1,300.97,"Ref_2, Ref_3",0
Isothrix bistriata,Echimyidae,0,0,0,0,0,0,30,0,20,50,Ref_3,D2,G,A,,1,0,0,Ref_1,ABC,445,Ref_117,1
Makalata grandis,Echimyidae,0,0,0,0,0,0,80,0,0,20,Ref_2,D1,S,A,,1,0,0,Ref_1,ABC,584,Ref_58,1
Makalata rhipidura,Echimyidae,0,0,0,0,0,0,80,0,0,20,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,315,Ref_58,1
Makalata occasius,Echimyidae,0,0,0,0,0,0,80,0,0,20,Ref_2,D1,S,A,,1,0,0,Ref_1,ABC,322.29,"Ref_2, Ref_3",0
Makalata macrura,Echimyidae,0,0,0,0,0,0,80,0,0,20,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,439,Ref_58,1
Makalata didelphoides,Echimyidae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,398.66,Ref_58,1
Makalata obscura,Echimyidae,0,0,0,0,0,0,80,0,0,20,Ref_2,D1,S,A,,1,0,0,Ref_1,ABC,108,Ref_58,1
Carterodon sulcidens,Echimyidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,113.8,Ref_117,1
Clyomys bishopi,Echimyidae,0,0,0,0,0,0,30,0,20,50,Ref_3,D2,G,A,,1,0,0,Ref_1,ABC,30,Ref_117,1
Clyomys laticeps,Echimyidae,0,0,0,0,0,0,30,0,20,50,Ref_3,D2,G,A,,1,0,0,Ref_1,ABC,201,Ref_117,1
Euryzygomatomys spinosus,Echimyidae,0,0,0,0,0,0,30,0,20,50,Ref_3,D2,G,A,,1,0,0,Ref_1,ABC,187.5,Ref_117,1
Hoplomys gymnurus,Echimyidae,30,0,0,0,0,0,0,0,0,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,240,Ref_117,1
Lonchothrix emiliae,Echimyidae,0,0,0,0,0,0,30,0,20,50,Ref_3,D2,Ar,A,,1,0,0,Ref_1,ABC,138.2,Ref_117,1
Mesomys stimulax,Echimyidae,0,0,0,0,0,0,30,0,20,50,Ref_3,D2,Ar,A,,1,0,0,Ref_1,ABC,108,Ref_117,1
Mesomys hispidus,Echimyidae,0,0,0,0,0,0,30,0,20,50,Ref_3,D2,Ar,A,,1,0,0,Ref_1,ABC,175,Ref_117,1
Mesomys occultus,Echimyidae,0,0,0,0,0,0,30,0,20,50,Ref_3,D2,Ar,A,,1,0,0,Ref_1,ABC,126.85,"Ref_2, Ref_3",0
Mesomys leniceps,Echimyidae,0,0,0,0,0,0,30,0,20,50,Ref_3,D2,Ar,A,,1,0,0,Ref_1,ABC,108,Ref_117,1
Proechimys pattoni,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,292.04,"Ref_2, Ref_3",0
Proechimys oconnelli,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,285,Ref_117,1
Proechimys trinitatus,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,296.15,Ref_178,2
Proechimys urichi,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,285,Ref_117,1
Proechimys steerei,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,285,Ref_117,1
Proechimys guairae,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,400,Ref_117,1
Proechimys simonsi,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,285,Ref_117,1
Proechimys semispinosus,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,360.5,Ref_117,1
Proechimys roberti,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_1,ABC,G,A,,1,0,0,Ref_2,D1,284.99,Ref_58,1
Proechimys poliopus,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,285,Ref_117,1
Proechimys decumanus,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,285,Ref_117,1
Proechimys goeldii,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,285,Ref_117,1
Proechimys quadruplicatus,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,285,Ref_117,1
Proechimys echinothrix,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,292.04,"Ref_2, Ref_3",0
Proechimys mincae,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,285,Ref_117,1
Proechimys cuvieri,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,330,Ref_117,1
Proechimys chrysaeolus,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,285,Ref_117,1
Proechimys canicollis,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,285,Ref_117,1
Proechimys guyannensis,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,314.03,Ref_58,1
Proechimys hoplomyoides,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,285,Ref_117,1
Proechimys kulinae,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,292.04,"Ref_2, Ref_3",0
Proechimys longicaudatus,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,205,Ref_117,1
Proechimys gardneri,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,292.04,"Ref_2, Ref_3",0
Proechimys magdalenae,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,285,Ref_117,1
Proechimys brevicauda,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,285,Ref_117,1
Thrichomys inermis,Echimyidae,0,0,0,0,0,0,60,0,40,0,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,339,"Ref_2, Ref_3",0
Thrichomys pachyurus,Echimyidae,0,0,0,0,0,0,60,0,40,0,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,339,"Ref_2, Ref_3",0
Thrichomys apereoides,Echimyidae,0,0,0,0,0,0,60,0,40,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,339,Ref_117,1
Trinomys paratus,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,235.59,"Ref_2, Ref_3",0
Trinomys dimidiatus,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,167.6,Ref_58,1
Trinomys gratiosus,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,235.59,"Ref_2, Ref_3",0
Trinomys iheringi,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,220.39,Ref_58,1
Trinomys mirapitanga,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,235.59,"Ref_2, Ref_3",0
Trinomys moojeni,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,235.59,"Ref_2, Ref_3",0
Trinomys myosuros,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,284.99,Ref_58,1
Trinomys eliasi,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,200,Ref_175,1
Trinomys yonenagae,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,235.59,"Ref_2, Ref_3",0
Trinomys albispinus,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,284.99,Ref_58,1
Trinomys setosus,Echimyidae,0,0,0,0,0,0,20,0,10,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,284.99,Ref_58,1
Dactylomys peruanus,Echimyidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,382,Ref_117,1
Dactylomys dactylinus,Echimyidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,649.99,Ref_117,1
Dactylomys boliviensis,Echimyidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,728.8,Ref_117,1
Kannabateomys amblyonyx,Echimyidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,600,Ref_117,1
Olallamys edax,Echimyidae,0,0,0,0,0,0,30,0,20,50,Ref_3,D2,Ar,A,,1,0,0,Ref_1,ABC,206.4,Ref_117,1
Olallamys albicauda,Echimyidae,0,0,0,0,0,0,30,0,20,50,Ref_3,D2,Ar,A,,1,0,0,Ref_1,ABC,273.5,Ref_117,1
Boromys offella,Echimyidae,0,0,0,0,0,0,30,0,20,50,Ref_3,D2,G,A,,1,0,0,Ref_1,ABC,272.28,"Ref_2, Ref_3",0
Boromys torrei,Echimyidae,0,0,0,0,0,0,30,0,20,50,Ref_3,D2,G,A,,1,0,0,Ref_1,ABC,272.28,"Ref_2, Ref_3",0
Brotomys contractus,Echimyidae,0,0,0,0,0,0,30,0,20,50,Ref_3,D2,G,A,,1,0,0,Ref_1,ABC,272.28,"Ref_2, Ref_3",0
Brotomys voratus,Echimyidae,0,0,0,0,0,0,30,0,20,50,Ref_3,D2,G,A,,1,0,0,Ref_1,ABC,272.28,"Ref_2, Ref_3",0
Heteropsomys insulans,Echimyidae,0,0,0,0,0,0,30,0,20,50,Ref_3,D2,G,A,,1,0,0,Ref_1,ABC,272.28,"Ref_2, Ref_3",0
Heteropsomys antillensis,Echimyidae,0,0,0,0,0,0,30,0,20,50,Ref_3,D2,G,A,,1,0,0,Ref_1,ABC,272.28,"Ref_2, Ref_3",0
Thryonomys gregorianus,Thryonomyidae,0,0,0,0,0,0,10,0,10,80,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2707.14,Ref_117,1
Thryonomys swinderianus,Thryonomyidae,0,0,0,0,0,0,10,0,10,80,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,3180.02,Ref_117,1
Chaetomys subspinosus,Erethizontidae,0,0,0,0,0,0,40,0,60,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1299.99,Ref_117,1
Coendou rothschildi,Erethizontidae,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,2000,Ref_117,1
Coendou prehensilis,Erethizontidae,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,4399.97,Ref_117,1
Coendou nycthemera,Erethizontidae,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,Ar,A,,1,0,0,Ref_2,D1,2999.98,Ref_58,1
Coendou bicolor,Erethizontidae,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,4050.05,Ref_117,1
Echinoprocta rufescens,Erethizontidae,0,0,0,0,0,0,30,0,0,70,Ref_3,D2,Ar,A,,1,0,0,Ref_2,D1,831.8,Ref_117,1
Erethizon dorsatum,Erethizontidae,0,0,0,0,0,0,10,0,20,70,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,7085.33,Ref_117,1
Sphiggurus insidiosus,Erethizontidae,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1000,Ref_117,1
Sphiggurus villosus,Erethizontidae,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1750.01,Ref_117,1
Sphiggurus vestitus,Erethizontidae,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,736,Ref_117,1
Sphiggurus melanurus,Erethizontidae,0,0,0,0,0,0,30,0,0,70,Ref_2,D1,Ar,A,,1,0,0,Ref_2,D1,1900,Ref_58,1
Sphiggurus roosmalenorum,Erethizontidae,0,0,0,0,0,0,30,0,0,70,Ref_2,D1,Ar,A,,1,0,0,Ref_2,D1,1242.24,"Ref_2, Ref_3",0
Sphiggurus mexicanus,Erethizontidae,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,2000,Ref_117,1
Sphiggurus pruinosus,Erethizontidae,0,0,0,0,0,0,30,0,0,70,Ref_2,D1,Ar,A,,1,0,0,Ref_2,D1,1242.24,"Ref_2, Ref_3",0
Sphiggurus ichillus,Erethizontidae,0,0,0,0,0,0,30,0,0,70,Ref_2,D1,Ar,A,,1,0,0,Ref_2,D1,1242.24,"Ref_2, Ref_3",0
Sphiggurus spinosus,Erethizontidae,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,750.79,Ref_117,1
Chinchilla chinchilla,Chinchillidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,1,0,Ref_1,ABC,499.99,Ref_58,1
Chinchilla lanigera,Chinchillidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,417,Ref_117,1
Lagidium wolffsohni,Chinchillidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,1,0,Ref_1,ABC,2682.01,Ref_117,1
Lagidium peruanum,Chinchillidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,1,0,Ref_1,ABC,1220,Ref_117,1
Lagidium viscacia,Chinchillidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,1,0,Ref_1,ABC,1540,Ref_117,1
Lagostomus crassus,Chinchillidae,0,0,0,0,0,0,0,0,40,60,Ref_2,D1,G,A,,0,1,0,Ref_1,ABC,4647.51,"Ref_2, Ref_3",0
Lagostomus maximus,Chinchillidae,0,0,0,0,0,0,0,0,40,60,Ref_1,ABC,G,A,,0,1,0,Ref_1,ABC,4647.51,Ref_117,1
Dinomys branickii,Dinomyidae,0,0,0,0,0,0,40,0,0,60,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,12500,Ref_117,1
Cavia intermedia,Caviidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,0,Ref_2,D1,578.88,Ref_153,1
Cavia aperea,Caviidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,1,0,Ref_1,ABC,549,Ref_117,1
Cavia fulgida,Caviidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,1,0,Ref_1,ABC,282.5,Ref_117,1
Cavia porcellus,Caviidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,1,0,Ref_1,ABC,728,Ref_117,1
Cavia tschudii,Caviidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,1,0,Ref_1,ABC,1000,Ref_117,1
Cavia magna,Caviidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,1,0,Ref_2,D1,460,Ref_117,1
Galea musteloides,Caviidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,480,Ref_117,1
Galea spixii,Caviidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,326.2,Ref_117,1
Galea flavidens,Caviidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,450,Ref_117,1
