binomial,family,invert,vert_end,vert_ect,vert_fish,vert_unk,scav,fruit,nect,seed,plant_other,diet_source,diet_certainty,forage,forage_certainty,forage_comment,nocturnal,crepuscular,diurnal,activity_source,activity_certainty,body_mass,body_mass_source,body_mass_species_level
Microcavia australis,Caviidae,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,286.1,Ref_117,1
Microcavia niata,Caviidae,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,255.2,Ref_117,1
Microcavia shiptoni,Caviidae,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,185,Ref_117,1
Dolichotis salinicola,Caviidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,1600,Ref_117,1
Dolichotis patagonum,Caviidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,8000,Ref_117,1
Hydrochoerus hydrochaeris,Caviidae,0,0,0,0,0,0,10,0,0,90,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,48144.91,Ref_58,1
Hydrochoerus isthmius,Caviidae,0,0,0,0,0,0,10,0,0,90,Ref_2,D1,G,A,,0,0,1,Ref_1,ABC,21267.32,Ref_58,1
Kerodon rupestris,Caviidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,1,0,Ref_1,ABC,800,Ref_117,1
Kerodon acrobata,Caviidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,0,Ref_1,ABC,800,"Ref_2, Ref_3",0
Dasyprocta azarae,Dasyproctidae,10,0,0,0,0,0,40,0,0,50,Ref_1,ABC,G,A,,0,1,1,Ref_1,ABC,2309.99,Ref_117,1
Dasyprocta guamara,Dasyproctidae,10,0,0,0,0,0,40,0,0,50,Ref_1,ABC,G,A,,0,1,1,Ref_1,ABC,2650.03,Ref_117,1
Dasyprocta ruatanica,Dasyproctidae,10,0,0,0,0,0,40,0,0,50,Ref_1,ABC,G,A,,0,1,1,Ref_1,ABC,2857.13,Ref_178,2
Dasyprocta fuliginosa,Dasyproctidae,10,0,0,0,0,0,40,0,0,50,Ref_1,ABC,G,A,,0,1,1,Ref_1,ABC,3500.02,Ref_117,1
Dasyprocta kalinowskii,Dasyproctidae,10,0,0,0,0,0,40,0,0,50,Ref_1,ABC,G,A,,0,1,1,Ref_1,ABC,2650.03,Ref_117,1
Dasyprocta cristata,Dasyproctidae,10,0,0,0,0,0,40,0,0,50,Ref_1,ABC,G,A,,0,1,1,Ref_1,ABC,2650.03,Ref_117,1
Dasyprocta leporina,Dasyproctidae,10,0,0,0,0,0,40,0,0,50,Ref_1,ABC,G,A,,0,1,1,Ref_1,ABC,3020.02,Ref_117,1
Dasyprocta mexicana,Dasyproctidae,10,0,0,0,0,0,40,0,0,50,Ref_1,ABC,G,A,,0,1,1,Ref_1,ABC,5000,Ref_117,1
Dasyprocta prymnolopha,Dasyproctidae,10,0,0,0,0,0,40,0,0,50,Ref_1,ABC,G,A,,0,1,1,Ref_1,ABC,2900.01,Ref_117,1
Dasyprocta punctata,Dasyproctidae,10,0,0,0,0,0,40,0,0,50,Ref_1,ABC,G,A,,0,1,1,Ref_1,ABC,2674.98,Ref_117,1
Dasyprocta coibae,Dasyproctidae,10,0,0,0,0,0,40,0,0,50,Ref_1,ABC,G,A,,0,1,1,Ref_1,ABC,2660.13,Ref_178,2
Myoprocta pratti,Dasyproctidae,20,0,0,0,0,0,40,0,0,40,Ref_2,D1,G,A,,0,0,1,Ref_1,ABC,966.73,Ref_58,1
Myoprocta acouchy,Dasyproctidae,10,0,0,0,0,0,40,0,0,50,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,600,Ref_117,1
Cuniculus taczanowskii,Cuniculidae,0,0,0,0,0,0,20,0,30,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,8999.95,Ref_58,1
Cuniculus paca,Cuniculidae,0,0,0,0,0,0,20,0,30,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,8172.55,Ref_58,1
Aconaemys sagei,Octodontidae,0,0,0,0,0,0,40,0,0,60,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,96.5,Ref_117,1
Aconaemys fuscus,Octodontidae,0,0,0,0,0,0,40,0,0,60,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,133.5,Ref_117,1
Aconaemys porteri,Octodontidae,0,0,0,0,0,0,40,0,0,60,Ref_2,D1,G,A,,1,1,1,Ref_2,D1,113.5,"Ref_2, Ref_3",0
Octodon pacificus,Octodontidae,0,0,0,0,0,0,20,0,20,60,Ref_2,D1,G,A,,0,0,1,Ref_1,ABC,194.34,"Ref_2, Ref_3",0
Octodon bridgesi,Octodontidae,0,0,0,0,0,0,20,0,20,60,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,150,Ref_117,1
Octodon degus,Octodontidae,0,0,0,0,0,0,20,0,20,60,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,210,Ref_117,1
Octodon lunatus,Octodontidae,0,0,0,0,0,0,20,0,20,60,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,233,Ref_117,1
Octodontomys gliroides,Octodontidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,G,A,,0,1,0,Ref_1,ABC,150,Ref_117,1
Octomys mimax,Octodontidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,131,Ref_117,1
Pipanacoctomys aureus,Octodontidae,0,0,0,0,0,0,30,0,0,70,Ref_3,D2,G,A,,0,0,1,Ref_3,D2,136.62,"Ref_2, Ref_3",0
Salinoctomys loschalchalerosorum,Octodontidae,0,0,0,0,0,0,30,0,0,70,Ref_3,D2,G,A,,0,0,1,Ref_3,D2,136.62,"Ref_2, Ref_3",0
Spalacopus cyanus,Octodontidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,127.5,Ref_117,1
Tympanoctomys barrerae,Octodontidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,70,Ref_117,1
Abrocoma boliviensis,Abrocomidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,158,Ref_117,1
Abrocoma budini,Abrocomidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,214.69,"Ref_2, Ref_3",0
Abrocoma cinerea,Abrocomidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,250,Ref_117,1
Abrocoma famatina,Abrocomidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,214.69,"Ref_2, Ref_3",0
Abrocoma shistacea,Abrocomidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,214.69,"Ref_2, Ref_3",0
Abrocoma uspallata,Abrocomidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,214.69,"Ref_2, Ref_3",0
Abrocoma vaccarum,Abrocomidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,214.69,"Ref_2, Ref_3",0
Abrocoma bennettii,Abrocomidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,250.5,Ref_58,1
Cuscomys ashaninka,Abrocomidae,0,0,0,0,0,0,0,0,0,100,Ref_3,D2,G,A,,1,0,0,Ref_2,D1,910,Ref_151,1
Cuscomys oblativa,Abrocomidae,0,0,0,0,0,0,0,0,0,100,Ref_3,D2,G,A,,1,0,0,Ref_1,ABC,910,"Ref_2, Ref_3",0
Myocastor coypus,Myocastoridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,6937.45,Ref_117,1
Capromys pilorides,Capromyidae,0,0,0,0,0,0,30,0,0,70,Ref_3,D2,G,A,,1,0,0,Ref_3,D2,5650,Ref_117,1
Capromys gundlachianus,Capromyidae,0,0,0,0,0,0,30,0,0,70,Ref_3,D2,G,A,,1,0,0,Ref_3,D2,5650,"Ref_2, Ref_3",0
Geocapromys brownii,Capromyidae,0,0,0,0,0,0,30,0,0,70,Ref_3,D2,S,A,,1,0,0,Ref_1,ABC,1500,Ref_117,1
Geocapromys ingrahami,Capromyidae,0,0,0,0,0,0,30,0,0,70,Ref_3,D2,S,A,,1,0,0,Ref_1,ABC,800,Ref_117,1
Geocapromys thoracatus,Capromyidae,0,0,0,0,0,0,30,0,0,70,Ref_3,D2,S,A,,1,1,0,Ref_1,ABC,1500,Ref_117,1
Mesocapromys nanus,Capromyidae,0,0,0,0,0,0,30,0,0,70,Ref_3,D2,G,A,,0,0,1,Ref_1,ABC,583.33,Ref_178,2
Mesocapromys sanfelipensis,Capromyidae,0,0,0,0,0,0,30,0,0,70,Ref_3,D2,G,A,,0,0,1,Ref_1,ABC,554.44,Ref_178,2
Mesocapromys melanurus,Capromyidae,0,0,0,0,0,0,30,0,0,70,Ref_3,D2,G,A,,0,0,1,Ref_1,ABC,883.14,Ref_178,2
Mesocapromys auritus,Capromyidae,0,0,0,0,0,0,30,0,0,70,Ref_3,D2,S,A,,0,0,1,Ref_1,ABC,585.55,Ref_178,2
Mesocapromys angelcabrerai,Capromyidae,0,0,0,0,0,0,30,0,0,70,Ref_3,D2,S,A,,0,0,1,Ref_1,ABC,470,Ref_159,1
Mysateles meridionalis,Capromyidae,0,0,0,0,0,0,30,0,0,70,Ref_3,D2,Ar,A,,1,0,0,Ref_1,ABC,884.61,Ref_178,2
Mysateles prehensilis,Capromyidae,0,0,0,0,0,0,30,0,0,70,Ref_3,D2,Ar,A,,1,0,0,Ref_1,ABC,926.71,Ref_178,2
Mysateles garridoi,Capromyidae,0,0,0,0,0,0,30,0,0,70,Ref_3,D2,Ar,A,,1,0,0,Ref_1,ABC,929.09,Ref_178,2
Hexolobodon phenax,Capromyidae,0,0,0,0,0,0,30,0,0,70,Ref_3,D2,G,A,,1,0,0,Ref_3,D2,1350.1,"Ref_2, Ref_3",0
Isolobodon montanus,Capromyidae,0,0,0,0,0,0,30,0,0,70,Ref_3,D2,G,A,,1,0,0,Ref_3,D2,1350.1,"Ref_2, Ref_3",0
Isolobodon portoricensis,Capromyidae,0,0,0,0,0,0,30,0,0,70,Ref_3,D2,G,A,,1,0,0,Ref_3,D2,1350.1,"Ref_2, Ref_3",0
Plagiodontia araeum,Capromyidae,0,0,0,0,0,0,30,0,0,70,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,1267,"Ref_2, Ref_3",0
Plagiodontia ipnaeum,Capromyidae,0,0,0,0,0,0,30,0,0,70,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,1267,"Ref_2, Ref_3",0
Plagiodontia aedium,Capromyidae,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1267,Ref_117,1
Rhizoplagiodontia lemkei,Capromyidae,0,0,0,0,0,0,30,0,0,70,Ref_3,D2,G,A,,1,0,0,Ref_3,D2,1350.1,"Ref_2, Ref_3",0
Ochotona cansus,Ochotonidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,68.75,Ref_117,1
Ochotona nubrica,Ochotonidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,116.21,Ref_178,2
Ochotona pusilla,Ochotonidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,142.5,Ref_117,1
Ochotona rufescens,Ochotonidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,250,Ref_117,1
Ochotona dauurica,Ochotonidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,109,Ref_117,1
Ochotona thibetana,Ochotonidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,83.1,Ref_117,1
Ochotona thomasi,Ochotonidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,111.63,Ref_178,2
Ochotona huangensis,Ochotonidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,1,1,Ref_2,D1,105.33,Ref_58,1
Ochotona curzoniae,Ochotonidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,131.48,Ref_117,1
Ochotona turuchanensis,Ochotonidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,1,1,Ref_2,D1,142.15,"Ref_2, Ref_3",0
Ochotona princeps,Ochotonidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,157.63,Ref_117,1
Ochotona pallasi,Ochotonidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,149.62,Ref_178,2
Ochotona hyperborea,Ochotonidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,120,Ref_117,1
Ochotona alpina,Ochotonidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,150,Ref_117,1
Ochotona argentata,Ochotonidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,1,1,Ref_1,ABC,142.15,"Ref_2, Ref_3",0
Ochotona hoffmanni,Ochotonidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,1,1,Ref_2,D1,142.15,"Ref_2, Ref_3",0
Ochotona collaris,Ochotonidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,129,Ref_117,1
Ochotona roylei,Ochotonidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,260,Ref_117,1
Ochotona erythrotis,Ochotonidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,181,Ref_117,1
Ochotona forresti,Ochotonidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,111.65,Ref_178,2
Ochotona gaoligongensis,Ochotonidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,111.61,Ref_178,2
Ochotona ladacensis,Ochotonidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,182.19,Ref_178,2
Ochotona rutila,Ochotonidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,182.02,Ref_178,2
Ochotona koslowi,Ochotonidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,182.03,Ref_178,2
Ochotona gloveri,Ochotonidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,181.97,Ref_178,2
Ochotona macrotis,Ochotonidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,260,Ref_117,1
Ochotona muliensis,Ochotonidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,182,Ref_178,2
Ochotona nigritia,Ochotonidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,1,1,Ref_2,D1,142.15,"Ref_2, Ref_3",0
Ochotona himalayana,Ochotonidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,189.31,Ref_178,2
Ochotona iliensis,Ochotonidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,209.75,Ref_178,2
Brachylagus idahoensis,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,421.34,Ref_117,1
Bunolagus monticularis,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1750.01,Ref_117,1
Caprolagus hispidus,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2497,Ref_117,1
Lepus arcticus,Leporidae,0,0,0,0,0,30,0,0,0,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,4405.04,Ref_117,1
Lepus othus,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,4805.96,Ref_117,1
Lepus timidus,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,3048,Ref_117,1
Lepus alleni,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,3685.02,Ref_117,1
Lepus americanus,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1710.02,Ref_117,1
Lepus tolai,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1589,Ref_117,1
Lepus tibetanus,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,2451.03,"Ref_2, Ref_3",0
Lepus insularis,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2658.02,Ref_178,2
Lepus starcki,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2750,Ref_117,1
Lepus castroviejoi,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2822.41,Ref_58,1
Lepus comus,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1460,Ref_117,1
Lepus coreanus,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2017.79,Ref_178,2
Lepus europaeus,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,3740,Ref_117,1
Lepus mandshuricus,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1800,Ref_117,1
Lepus microtis,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1763.61,Ref_58,1
Lepus fagani,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2048.51,Ref_178,2
Lepus peguensis,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2267.5,Ref_58,1
Lepus hainanus,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2000,Ref_117,1
Lepus nigricollis,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2298.5,Ref_117,1
Lepus sinensis,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1510,Ref_117,1
Lepus habessinicus,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,2015.56,Ref_58,1
Lepus brachyurus,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2519.45,Ref_58,1
Lepus saxatilis,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2363.33,Ref_117,1
Lepus townsendii,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1555,Ref_117,1
Lepus callotis,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2500,Ref_117,1
Lepus californicus,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2422.48,Ref_117,1
Lepus oiostolus,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,3000,Ref_117,1
Lepus flavigularis,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2999.99,Ref_117,1
Lepus capensis,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,3261.67,Ref_117,1
Lepus granatensis,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,4010,Ref_117,1
Lepus corsicanus,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,3000,Ref_117,1
Lepus yarkandensis,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1460.41,Ref_58,1
Sylvilagus insonus,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,2999.99,Ref_117,1
Sylvilagus obscurus,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,1,0,Ref_1,ABC,1218.45,"Ref_2, Ref_3",0
Sylvilagus cognatus,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,1,0,Ref_2,D1,1218.45,"Ref_2, Ref_3",0
Sylvilagus transitionalis,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,656.7,Ref_117,1
Sylvilagus nuttallii,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,755.09,Ref_117,1
Sylvilagus graysoni,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,964.01,Ref_117,1
Sylvilagus floridanus,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,1172.79,Ref_117,1
Sylvilagus cunicularius,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,2999.99,Ref_117,1
Sylvilagus robustus,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,1,0,Ref_2,D1,1218.45,"Ref_2, Ref_3",0
Sylvilagus audubonii,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,889.63,Ref_117,1
Sylvilagus varynaensis,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,1,0,Ref_2,D1,1218.45,"Ref_2, Ref_3",0
Sylvilagus brasiliensis,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,949.99,Ref_117,1
Sylvilagus aquaticus,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,2135.8,Ref_117,1
Sylvilagus palustris,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,1500,Ref_117,1
Sylvilagus bachmani,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,643.25,Ref_117,1
Sylvilagus dicei,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,1343.35,Ref_178,2
Sylvilagus mansuetus,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,811.92,Ref_178,2
Nesolagus timminsi,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,1,0,Ref_2,D1,1500,"Ref_2, Ref_3",0
Nesolagus netscheri,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1500,Ref_117,1
Oryctolagus cuniculus,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1832.22,Ref_117,1
Pentalagus furnessi,Leporidae,0,0,0,0,0,0,0,0,50,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2396.25,Ref_117,1
Poelagus marjorita,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2500,Ref_117,1
Pronolagus crassicaudatus,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2089,Ref_117,1
Pronolagus randensis,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2335.02,Ref_117,1
Pronolagus rupestris,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1754,Ref_117,1
Romerolagus diazi,Leporidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,476.65,Ref_117,1
Atelerix albiventris,Erinaceidae,20,10,30,0,10,0,20,0,0,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,600,Ref_117,1
Atelerix algirus,Erinaceidae,20,10,30,0,10,0,20,0,0,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1250,Ref_117,1
Atelerix frontalis,Erinaceidae,20,10,30,0,10,0,20,0,0,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,309.5,Ref_117,1
Atelerix sclateri,Erinaceidae,20,10,30,0,10,0,20,0,0,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,539.15,Ref_178,2
Erinaceus amurensis,Erinaceidae,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,571.88,Ref_178,2
Erinaceus roumanicus,Erinaceidae,70,20,10,0,0,0,0,0,0,0,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,744.55,"Ref_2, Ref_3",0
Erinaceus concolor,Erinaceidae,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,719,Ref_117,1
Erinaceus europaeus,Erinaceidae,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,771,Ref_117,1
Hemiechinus auritus,Erinaceidae,30,0,0,0,30,20,10,0,10,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,342,Ref_117,1
Hemiechinus collaris,Erinaceidae,30,0,0,0,30,20,10,0,10,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,141,Ref_117,1
Mesechinus dauuricus,Erinaceidae,0,0,0,0,40,30,10,0,20,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,342,Ref_117,1
