capID,code,trapper,site,day,date,trap,trap.type,species,age,sex,breed,recap,left.tag,right.tag,clipped,total.wt,bag.wt,body.lgth,tail.lgth,comments,catnum,indID,tail.ratio,weight
462,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,E1,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,E2,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,E3,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,E4,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,J4,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,I1,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,I2,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,A3,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,A4,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,A6,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,A5,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,noticibly moved,NA,NA,NA,NA
473,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,B1,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,B2,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,B3,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,B4,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,B5,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,B6,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,B8,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,B10,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,C1,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,C2,S,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,C3,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,C5,L,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,C6,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,E5,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,knocked over,NA,NA,NA,NA
487,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,E7,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,E8,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,J8,S,PEMA,S,M,U,N,129,373,NA,53,34,68,61,NA,NA,129373,0.897058823529412,19
490,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,J10,S,PEMA,S,F,N,N,413,422,NA,58,45,77,63,NA,NA,413422,0.818181818181818,13
491,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,J9,L,PEMA,J,F,N,N,382,277,NA,44,33,52,59,NA,NA,382277,1.13461538461538,11
492,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,C8,L,PEMA,S,F,P,N,131,357,NA,48,35,64,63,NA,NA,131357,0.984375,13
493,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,J5,L,SPRU,MD,MD,MD,MD,NA,NA,NA,NA,NA,NA,NA,escaped mouse,NA,NA,NA,NA
494,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,I10,L,PEMA,J,F,N,N,415,109,NA,59,45,75,59,NA,NA,415109,0.786666666666667,14
495,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,B9,L,SPRU,A,MD,MD,N,NA,NA,NA,650,50,NA,NA,escaped,NA,NA,NA,600
496,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,A8,L,SPBE,MD,MD,MD,N,NA,458,NA,680,50,NA,NA,NA,NA,458,NA,630
497,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,B9,L,PEMA,A,M,T,N,470,465,NA,51,36,73,65,NA,NA,470465,0.89041095890411,15
498,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,B1,L,SPBE,A,F,P,N,NA,255,NA,670,50,NA,NA,NA,NA,255,NA,620
499,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,J9,L,SPRU,MD,MD,MD,MD,NA,NA,NA,NA,NA,NA,NA,escaped,NA,NA,NA,NA
500,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,G3,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,moved,NA,NA,NA,NA
501,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,G5,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,G7,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,knocked over,NA,NA,NA,NA
503,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,G9,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,knocked over,NA,NA,NA,NA
504,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,G10,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,H10,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flipped,NA,NA,NA,NA
506,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,H8,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,H7,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,H4,S,PEBO,A,M,T,Y,300,399,NA,54,34,64,72,NA,NA,300399,1.125,20
509,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,A3,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,C2,S,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,D10,S,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,C5,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kicked over,NA,NA,NA,NA
513,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,F4,S,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kicked over; grass inside,NA,NA,NA,NA
514,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,I10,L,PEMA,A,F,N,Y,415,109,NA,49,40,70,58,NA,NA,415109,0.828571428571429,9
515,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,F6,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,F7,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,F8,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,F9,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,F10,L,PEMA,A,M,T,N,454,452,NA,58,33,73,61,NA,NA,454452,0.835616438356164,25
520,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,J7,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tipped over/on side; bait present,NA,NA,NA,NA
521,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,I2,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,E2,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
523,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,E5,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,moved out of place,NA,NA,NA,NA
524,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,E6,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,treadle too loose,NA,NA,NA,NA
525,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,E7,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,E9,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,knocked over and sprung,NA,NA,NA,NA
527,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,J2,S,SPRU,MD,MD,MD,N,NA,NA,NA,52,33,NA,NA,Escaped,NA,NA,NA,19
528,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,J10,S,PEMA,A,M,T,N,379,293,NA,48,33,69,68,NA,NA,379293,0.985507246376812,15
529,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,H2,L,PEMA,S,F,N,N,150,352,NA,55,36,70,65,NA,NA,150352,0.928571428571429,19
530,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,D9,L,SPBE,S,M,T,N,NA,397,NA,470,35,NA,130,NA,NA,397,NA,435
531,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,2017-06-28,J3,L,SPBE,A,M,T,N,363,NA,NA,620,35,NA,NA,NA,NA,363,NA,585
532,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,2017-06-29,A3,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,2017-06-29,A4,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,2017-06-29,A9,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tipped,NA,NA,NA,NA
535,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,2017-06-29,B2,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tipped,NA,NA,NA,NA
536,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,2017-06-29,I10,L,PEMA,A,M,T,Y,454,452,NA,52,31,59,60,NA,NA,454452,1.01694915254237,21
537,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,2017-06-29,E8,L,PEMA,S,F,N,N,144,279,NA,46,31,65,55,NA,NA,144279,0.846153846153846,15
538,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,2017-06-29,H1,L,PEMA,A,M,MD,N,360,126,NA,49,29,NA,NA,very brown; dorsal stripe on tail; escaped,NA,360126,NA,20
539,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,2017-06-29,B3,L,SPBE,A,M,T,N,NA,297,NA,740,41,NA,NA,NA,NA,297,NA,699
540,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,2017-06-29,G1,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,2017-06-29,G2,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
542,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,2017-06-29,G3,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,2017-06-29,G5,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
544,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,2017-06-29,J10,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,2017-06-29,I3,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,2017-06-29,E4,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,2017-06-29,E5,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,2017-06-29,E7,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,2017-06-29,J4,S,PEMA,S,M,N,Y,129,373,NA,63,47,65,60,NA,NA,129373,0.923076923076923,16
550,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,2017-06-29,F2,S,PEBO,A,M,T,Y,300,399,NA,63,45,80,65,NA,NA,300399,0.8125,18
551,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,2017-06-29,H3,L,PEMA,A,M,T,N,111,119,NA,64,48,74,61,NA,NA,111119,0.824324324324324,16
552,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,2017-06-29,B7,L,PEMA,S,M,N,N,108,125,NA,61,45,70,68,ear 12 mm,NA,108125,0.971428571428571,16
553,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,2017-06-29,C2,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,2017-06-29,C8,L,SPRU,MD,MD,MD,Y,NA,NA,NA,60,45,NA,NA,escaped,NA,NA,NA,15
555,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,2017-06-29,D2,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,HICORN-1-A,KAT,HICORN,1,2017-08-15,A3,S,PEMA,A,M,T,N,989,NA,NA,54,32,81,72,NA,NA,989,0.888888888888889,22
557,HICORN-1-A,KAT,HICORN,1,2017-08-15,A4,L,PEMA,A,F,P,N,981,NA,NA,55,34,77,64,NA,NA,981,0.831168831168831,21
558,HICORN-1-A,KAT,HICORN,1,2017-08-15,B8,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,HICORN-1-A,KAT,HICORN,1,2017-08-15,B10,S,PEMA,A,F,P,N,50,NA,NA,54,32,79,64,NA,NA,050,0.810126582278481,22
560,HICORN-1-A,KAT,HICORN,1,2017-08-15,A10,L,PEMA,A,M,T,N,982,NA,NA,51,33,86,69,NA,NA,982,0.802325581395349,18
561,HICORN-1-A,KAT,HICORN,1,2017-08-15,B6,S,PEMA,A,M,T,N,962,NA,NA,48,32,78,69,NA,NA,962,0.884615384615385,16
562,HICORN-1-A,KAT,HICORN,1,2017-08-15,B5,L,PEMA,A,M,T,N,997,NA,NA,55,32,86,84,NA,NA,997,0.976744186046512,23
563,HICORN-1-A,KAT,HICORN,1,2017-08-15,C2,L,SPRU,MD,MD,MD,N,NA,NA,NA,NA,NA,NA,NA,escaped,NA,NA,NA,NA
564,HICORN-1-A,KAT,HICORN,1,2017-08-15,C5,S,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,treadle not set after prebaiting,NA,NA,NA,NA
565,HICORN-1-A,KAT,HICORN,1,2017-08-15,C6,L,PEMA,A,M,T,N,959,NA,NA,52,32,84,62,NA,NA,959,0.738095238095238,20
566,HICORN-1-A,KAT,HICORN,1,2017-08-15,C9,S,PEMA,A,F,P,N,885,NA,NA,54,34,85,74,early pregnancy,NA,885,0.870588235294118,20
567,HICORN-1-A,KAT,HICORN,1,2017-08-15,D7,L,PEMA,A,M,T,N,978,NA,NA,50,34,79,71,NA,NA,978,0.89873417721519,16
568,HICORN-1-A,KAT,HICORN,1,2017-08-15,D3,L,PEMA,A,F,P,N,970,NA,NA,51,32,81,63,NA,NA,970,0.777777777777778,19
569,HICORN-1-A,KAT,HICORN,1,2017-08-15,D1,L,PEMA,A,F,P,N,878,NA,NA,54,35,80,73,NA,NA,878,0.9125,19
570,HICORN-1-A,KAT,HICORN,1,2017-08-15,E1,S,PEMA,A,M,T,N,960,NA,NA,46,32,NA,74,faked death and escaped,NA,960,NA,14
571,HICORN-1-A,KAT,HICORN,1,2017-08-15,E4,L,PEMA,A,F,P,N,979,NA,NA,59,33,79,70,very pregnant,NA,979,0.886075949367089,26
572,HICORN-1-A,KAT,HICORN,1,2017-08-15,E8,L,PEMA,A,F,P,N,967,NA,NA,52,33,79,72,beautiful pelage,NA,967,0.911392405063291,19
573,HICORN-1-A,KAT,HICORN,1,2017-08-15,F9,L,PEMA,A,M,T,N,953,NA,NA,50,32,82,78,NA,NA,953,0.951219512195122,18
574,HICORN-1-A,KAT,HICORN,1,2017-08-15,F4,S,PEMA,A,M,T,N,899,NA,NA,54,34,83,64,NA,NA,899,0.771084337349398,20
575,HICORN-1-A,KAT,HICORN,1,2017-08-15,F2,S,PEMA,A,M,T,N,992,NA,NA,49,34,72,68,NA,NA,992,0.944444444444444,15
576,HICORN-1-A,KAT,HICORN,1,2017-08-15,G1,S,PEMA,A,M,T,N,884,NA,NA,47,33,72,65,NA,NA,884,0.902777777777778,14
577,HICORN-1-A,KAT,HICORN,1,2017-08-15,G7,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,HICORN-1-A,KAT,HICORN,1,2017-08-15,G9,S,PEMA,A,M,T,N,895,NA,NA,52,32,80,68,very scrotal,NA,895,0.85,20
579,HICORN-1-B,CHT,HICORN,1,2017-08-15,J2,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,HICORN-1-B,CHT,HICORN,1,2017-08-15,J3,L,PEMA,A,F,P,N,381,NA,NA,59,39,75,70,NA,NA,381,0.933333333333333,20
581,HICORN-1-B,CHT,HICORN,1,2017-08-15,J4,S,PEMA,A,F,P,N,331,NA,NA,50,39,65,63,NA,NA,331,0.969230769230769,11
582,HICORN-1-B,CHT,HICORN,1,2017-08-15,J5,L,PEMA,A,M,T,N,291,NA,NA,53,41,90,75,NA,NA,291,0.833333333333333,12
583,HICORN-1-B,CHT,HICORN,1,2017-08-15,J6,S,PEMA,A,F,P,N,726,NA,NA,65,43,100,80,NA,NA,726,0.8,22
584,HICORN-1-B,CHT,HICORN,1,2017-08-15,J8,S,PEMA,A,F,P,N,749,NA,NA,61,38,75,70,NA,NA,749013,0.933333333333333,23
585,HICORN-1-B,CHT,HICORN,1,2017-08-15,J10,S,PEMA,A,F,P,N,750,NA,NA,58,43,92,70,NA,NA,750269,0.760869565217391,15
586,HICORN-1-B,CHT,HICORN,1,2017-08-15,I3,S,PEMA,A,M,T,N,747,NA,NA,56,39,80,68,NA,NA,747,0.85,17
587,HICORN-1-B,CHT,HICORN,1,2017-08-15,I1,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,HICORN-1-B,CHT,HICORN,1,2017-08-15,H1,L,PEMA,A,F,N,N,748,NA,NA,60,40,82,70,NA,NA,748,0.853658536585366,20
589,HICORN-1-B,CHT,HICORN,1,2017-08-15,H2,S,PEMA,A,M,T,N,746,NA,NA,60,43,85,70,NA,NA,746,0.823529411764706,17
590,HICORN-1-B,CHT,HICORN,1,2017-08-15,H4,S,PEMA,A,M,T,N,730,NA,NA,58,41,80,71,NA,NA,730988,0.8875,17
591,HICORN-1-B,CHT,HICORN,1,2017-08-15,H7,L,SPRU,A,M,T,N,NA,NA,NA,61,45,81,70,escaped,NA,NA,0.864197530864197,16
592,HICORN-1-B,CHT,HICORN,1,2017-08-15,H8,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
593,HICORN-2-A,KAT,HICORN,2,2017-08-16,J2,S,PEMA,S,F,N,N,976,NA,NA,44,32,72,70,NA,NA,976,0.972222222222222,12
594,HICORN-2-A,KAT,HICORN,2,2017-08-16,J3,L,PEMA,A,M,T,Y,291,NA,NA,53,33,80,74,bad tag; retagged with same tag,NA,291,0.925,20
595,HICORN-2-A,KAT,HICORN,2,2017-08-16,J6,S,PEMA,A,F,P,N,189,NA,NA,54,33,78,67,has had previous litter,NA,189,0.858974358974359,21
596,HICORN-2-A,KAT,HICORN,2,2017-08-16,J8,S,PEMA,A,F,P,Y,749,13,NA,55,33,86,74,worried about left tag so tagged right ear,NA,749013,0.86046511627907,22
597,HICORN-2-A,KAT,HICORN,2,2017-08-16,J10,S,PEMA,A,F,P,Y,750,269,NA,51,33,85,72,post-lactacting; worried about left tag so tagged right ear,NA,750269,0.847058823529412,18
598,HICORN-2-A,KAT,HICORN,2,2017-08-16,I7,S,PEMA,A,M,T,N,958,NA,NA,51,36,72,69,very small,NA,958,0.958333333333333,15
599,HICORN-2-A,KAT,HICORN,2,2017-08-16,I5,S,PEMA,A,M,T,Y,130,988,NA,50,33,75,70,worried about left tag so tagged right ear,NA,730988,0.933333333333333,17
600,HICORN-2-A,KAT,HICORN,2,2017-08-16,I3,S,PEMA,A,F,N,N,986,NA,NA,49,33,75,69,NA,NA,986,0.92,16
601,HICORN-2-A,KAT,HICORN,2,2017-08-16,I1,S,PEMA,S,F,N,N,179,NA,NA,46,33,72,66,NA,NA,179,0.916666666666667,13
602,HICORN-2-A,KAT,HICORN,2,2017-08-16,H2,S,PEMA,A,M,T,Y,747,NA,NA,51,34,75,70,NA,NA,747,0.933333333333333,17
603,HICORN-2-A,KAT,HICORN,2,2017-08-16,H3,L,PEMA,A,F,P,N,966,NA,NA,58,34,82,73,fat,NA,966,0.890243902439024,24
604,HICORN-2-A,KAT,HICORN,2,2017-08-16,H5,L,PEMA,A,M,T,Y,899,NA,NA,53,34,84,65,NA,NA,899,0.773809523809524,19
605,HICORN-2-A,KAT,HICORN,2,2017-08-16,H8,S,PEMA,A,M,T,Y,953,NA,NA,51,34,82,76,NA,NA,953,0.926829268292683,17
606,HICORN-2-A,KAT,HICORN,2,2017-08-16,G10,L,PEMA,A,M,T,N,890,NA,NA,51,33,78,64,pretty fur and bristly tail; but short tail,NA,890,0.82051282051282,18
607,HICORN-2-A,KAT,HICORN,2,2017-08-16,G9,S,PEMA,A,M,T,Y,895,NA,NA,52,33,80,70,very scrotal,NA,895,0.875,19
608,HICORN-2-A,KAT,HICORN,2,2017-08-16,G3,S,PEMA,A,M,T,N,877,NA,NA,48,33,83,71,NA,NA,877,0.855421686746988,15
609,HICORN-2-A,KAT,HICORN,2,2017-08-16,F1,L,PEMA,A,F,P,N,466,NA,NA,54,33,77,74,too pregnant to jump,NA,466,0.961038961038961,21
610,HICORN-2-A,KAT,HICORN,2,2017-08-16,E8,L,PEMA,A,F,P,Y,967,NA,NA,52,33,82,70,NA,NA,967,0.853658536585366,19
611,HICORN-2-A,KAT,HICORN,2,2017-08-16,E4,L,PEMA,A,F,P,Y,979,NA,NA,59,33,79,71,might give birth tomorrow,NA,979,0.89873417721519,26
612,HICORN-2-A,KAT,HICORN,2,2017-08-16,E1,S,PEMA,A,M,T,Y,997,NA,NA,54,32,89,85,old mouse,NA,997,0.955056179775281,22
