capID,code,trapper,site,day,date,trap,trap.type,species,age,sex,breed,recap,left.tag,right.tag,clipped,total.wt,bag.wt,body.lgth,tail.lgth,comments,catnum
1254,MIXMOR-1-A,AMM,MIXMOR,1,15-Aug-17,C7,S,SPRU,,,,,,,,,,,,,
1255,MIXMOR-1-A,AMM,MIXMOR,1,15-Aug-17,D10,S,PEMA,A,F,P,N,712,,,50,33,76,68,,
1256,MIXMOR-1-A,AMM,MIXMOR,1,15-Aug-17,D8,S,PEMA,A,F,P,N,713,,,52,34,81,64,,
1257,MIXMOR-1-A,AMM,MIXMOR,1,15-Aug-17,E1,S,SPRU,,,,,,,,,,,,,
1258,MIXMOR-1-A,AMM,MIXMOR,1,15-Aug-17,E8,L,PEMA,A,M,T,Y,041,040,,52,36,75,61,testicular,
1259,MIXMOR-1-A,AMM,MIXMOR,1,15-Aug-17,E10,L,PEMA,A,F,P,N,703,,,52,35,84,63,,
1260,MIXMOR-1-A,AMM,MIXMOR,1,15-Aug-17,F9,L,ROBB,,,,,,,,,,,,half of a squirrel tail in trap,
1261,MIXMOR-1-A,AMM,MIXMOR,1,15-Aug-17,F8,S,PEMA,A,F,P,N,707,,,54,34,87,63,,
1262,MIXMOR-1-A,AMM,MIXMOR,1,15-Aug-17,F4,L,SOVA,A,M,T,N,,,CLIPPED,39,35,,,could smell that it stinks,
1263,MIXMOR-1-A,AMM,MIXMOR,1,15-Aug-17,F2,S,PEMA,A,F,L,N,706,,,53,33,88,76,,
1264,MIXMOR-1-A,AMM,MIXMOR,1,15-Aug-17,H10,S,SPBE,A,F,L,N,715,,,650,75,,,,
1265,MIXMOR-1-B,MJH,MIXMOR,1,15-Aug-17,J10,L,TASE,A,M,T,N,315,,,100,38,,,,
1266,MIXMOR-1-B,MJH,MIXMOR,1,15-Aug-17,J4,L,PEMA,A,M,T,N,313,,,52,36,69,80,,
1267,MIXMOR-1-B,MJH,MIXMOR,1,15-Aug-17,J2,L,PEMA,A,F,P,N,310,,,56,36,85,70,,
1268,MIXMOR-1-B,MJH,MIXMOR,1,15-Aug-17,J1,S,SPRU,,,,,,,,,,,,,
1269,MIXMOR-1-B,MJH,MIXMOR,1,15-Aug-17,I1,S,PEMA,A,F,P,N,323,,,57,36,79,71,,
1270,MIXMOR-1-B,MJH,MIXMOR,1,15-Aug-17,H1,L,TAAM,A,F,P,N,,,,90,35,,,escaped without ear tag,
1271,MIXMOR-1-B,MJH,MIXMOR,1,15-Aug-17,H2,S,TASE,A,F,L,Y,032,,,103,35,,,has right ear tag ripped out; old heald infection from left ear tag,
1272,MIXMOR-1-B,MJH,MIXMOR,1,15-Aug-17,H6,S,PEMA,A,M,T,N,324,,,52,37,72,62,,
1273,MIXMOR-1-B,MJH,MIXMOR,1,15-Aug-17,H9,L,PEMA,A,M,T,N,247,,,52,35,80,65,,
1274,MIXMOR-1-B,MJH,MIXMOR,1,15-Aug-17,G10,L,PEMA,A,F,P,N,245,,,53,36,75,75,bad tag; looked like PEMA but had huge tail; recheck measure,
1275,MIXMOR-1-B,MJH,MIXMOR,1,15-Aug-17,G9,S,TASE,A,M,T,N,249,,,102,35,,,,
1276,MIXMOR-1-B,MJH,MIXMOR,1,15-Aug-17,G6,L,PEMA,A,M,T,N,,311,,54,37,78,71,,
1277,MIXMOR-1-B,MJH,MIXMOR,1,15-Aug-17,G1,S,PEMA,S,F,N,N,232,,,50,35,70,59,,
1278,MIXMOR-2-A,MLW,MIXMOR,2,16-Aug-17,A2,L,PEBO,A,F,P,N,671,,,53,34,70,77,,
1279,MIXMOR-2-A,MLW,MIXMOR,2,16-Aug-17,A5,S,PEMA,A,M,T,Y,046,,,50,33,75,68,,
1280,MIXMOR-2-A,MLW,MIXMOR,2,16-Aug-17,A10,L,SPBE,A,F,P,N,287,,,302,34,,,,
1281,MIXMOR-2-A,MLW,MIXMOR,2,16-Aug-17,C10,L,SPBE,S,F,N,N,,491,,280,35,,,,
1282,MIXMOR-2-A,MLW,MIXMOR,2,16-Aug-17,C7,S,PEMA,A,M,T,N,665,,,50,33,79,67,,
1283,MIXMOR-2-A,MLW,MIXMOR,2,16-Aug-17,C3,L,PEMA,A,M,T,N,385,,,52,34,76,70,,
1284,MIXMOR-2-A,MLW,MIXMOR,2,16-Aug-17,E8,L,PEMA,A,M,T,Y,041,040,,48,33,68,62,,
1285,MIXMOR-2-A,MLW,MIXMOR,2,16-Aug-17,E9,S,PEMA,A,F,P,Y,703,,,47,32,82,62,,
1286,MIXMOR-2-A,MLW,MIXMOR,2,16-Aug-17,E10,L,PEMA,A,M,T,N,659,,,50,33,79,67,,
1287,MIXMOR-2-A,MLW,MIXMOR,2,16-Aug-17,H9,L,PEMA,A,F,L,Y,310,,,59,36,85,71,,
1288,MIXMOR-2-A,MLW,MIXMOR,2,16-Aug-17,H6,S,PEMA,A,F,P,Y,324,,,46,33,79,57,,
1289,MIXMOR-2-A,MLW,MIXMOR,2,16-Aug-17,H3,L,PEMA,A,F,L,N,668,,,65,45,81,72,,
1290,MIXMOR-2-A,MLW,MIXMOR,2,16-Aug-17,H1,L,PEMA,S,F,N,Y,232,,,57,46,68,57,,
1291,MIXMOR-2-A,MLW,MIXMOR,2,16-Aug-17,I3,S,PEXX,A,F,P,Y,,,,MD,MD,MD,MD,gave birth in trap; mouse,
1292,MIXMOR-2-A,MLW,MIXMOR,2,16-Aug-17,I5,S,PEBO,A,M,T,N,286,,,61,44,76,76,,
1293,MIXMOR-2-A,MLW,MIXMOR,2,16-Aug-17,I6,L,TASE,A,M,T,Y,249,,,117,47,,,,
1294,MIXMOR-2-A,MLW,MIXMOR,2,16-Aug-17,I7,S,SPBE,S,F,N,N,101,,,290,36,,,,
1295,MIXMOR-2-A,MLW,MIXMOR,2,16-Aug-17,I9,S,SPBE,S,F,N,N,089,,,282,40,,,,
1296,MIXMOR-2-A,MLW,MIXMOR,2,16-Aug-17,J9,L,PEMA,A,F,P,N,423,,,51,37,71,66,,
1297,MIXMOR-2-B,JMP,MIXMOR,2,16-Aug-17,B5,S,PEMA,J,F,N,N,414,,,54,40,65,66,,
1298,MIXMOR-2-B,JMP,MIXMOR,2,16-Aug-17,B7,L,PEMA,A,F,L,Y,712,,,60,43,70,66,,
1299,MIXMOR-2-B,JMP,MIXMOR,2,16-Aug-17,B9,L,ROBB,,,,,,,,,,,,tail,
1300,MIXMOR-2-B,JMP,MIXMOR,2,16-Aug-17,D8,S,PEBO,A,M,T,Y,311,,,55,42,68,70,,
1301,MIXMOR-2-B,JMP,MIXMOR,2,16-Aug-17,D7,L,PEMA,A,F,L,Y,413,,,64,44,70,64,,
1302,MIXMOR-2-B,JMP,MIXMOR,2,16-Aug-17,F2,S,PEMA,A,F,L,Y,706,,,62,43,80,76,,
1303,MIXMOR-2-B,JMP,MIXMOR,2,16-Aug-17,F9,L,SPRU,,,,,,,,,,,,,
1304,MIXMOR-2-B,JMP,MIXMOR,2,16-Aug-17,G10,L,PEBO,A,F,L,Y,245,,,62,44,70,74,,
1305,MIXMOR-2-B,JMP,MIXMOR,2,16-Aug-17,G8,L,PEMA,A,F,P,Y,707,,,64,42,72,66,,
1306,MIXMOR-2-B,JMP,MIXMOR,2,16-Aug-17,G4,L,TASE,A,M,T,N,479,,,100,35,,,,
1307,MIXMOR-2-B,JMP,MIXMOR,2,16-Aug-17,J3,L,TASE,A,F,L,Y,032,,,110,35,,,,
1308,MIXMOR-2-B,JMP,MIXMOR,2,16-Aug-17,J5,L,SPRU,,,,,,,,,,,,,
1309,MIXMOR-2-B,JMP,MIXMOR,2,16-Aug-17,J8,S,PEMA,A,M,T,Y,313,,,49,32,72,69,,
1310,MIXMOR-3-A,MLW,MIXMOR,3,17-Aug-17,A2,L,PEMA,A,F,P,Y,671,,,52,34,86,79,,
1311,MIXMOR-3-A,MLW,MIXMOR,3,17-Aug-17,A5,S,PEMA,A,M,T,Y,009,046,,52,34,75,68,,
1312,MIXMOR-3-A,MLW,MIXMOR,3,17-Aug-17,A10,L,SPRU,,,,,,,,,,,,,
1313,MIXMOR-3-A,MLW,MIXMOR,3,17-Aug-17,C4,L,PEMA,A,F,L,N,,667,,55,35,80,73,,
1314,MIXMOR-3-A,MLW,MIXMOR,3,17-Aug-17,C6,L,PEMA,A,M,T,N,674,,,47,33,76,69,,
1315,MIXMOR-3-A,MLW,MIXMOR,3,17-Aug-17,C9,S,PEMA,A,F,L,Y,712,,,52,34,71,66,,
1316,MIXMOR-3-A,MLW,MIXMOR,3,17-Aug-17,C10,L,SPBE,S,M,N,N,,656,,335,35,,,,
1317,MIXMOR-3-A,MLW,MIXMOR,3,17-Aug-17,E3,S,PEMA,A,M,T,Y,385,,,12,,81,68,mort,KING-082
1318,MIXMOR-3-A,MLW,MIXMOR,3,17-Aug-17,E5,S,TASE,A,M,T,N,675,,,91,36,,,,
1319,MIXMOR-3-A,MLW,MIXMOR,3,17-Aug-17,E7,S,SPRU,,,,,,,,,,,,,
1320,MIXMOR-3-A,MLW,MIXMOR,3,17-Aug-17,E8,L,SPBE,MD,MD,MD,MD,,,,MD,MD,,,escaped (broke zipper),
1321,MIXMOR-3-A,MLW,MIXMOR,3,17-Aug-17,E10,L,PEMA,A,F,P,Y,703,,,48,33,83,63,,
1322,MIXMOR-3-A,MLW,MIXMOR,3,17-Aug-17,G8,L,SPBE,A,F,P,Y,715,,,635,MD,,,,
1323,MIXMOR-3-A,MLW,MIXMOR,3,17-Aug-17,J1,L,SPRU,,,,,,,,,,,,,
1324,MIXMOR-3-A,MLW,MIXMOR,3,17-Aug-17,J3,L,SPBE,S,F,N,Y,089,,,277,34,,,,
1325,MIXMOR-3-A,MLW,MIXMOR,3,17-Aug-17,J4,S,TASE,S,M,N,Y,249,,,104,35,,,,
1326,MIXMOR-3-A,MLW,MIXMOR,3,17-Aug-17,J5,L,PEMA,A,M,T,Y,313,,,54,35,74,70,,
1327,MIXMOR-3-A,MLW,MIXMOR,3,17-Aug-17,J6,S,TASE,J,M,N,Y,491,,,280,37,,,,
1328,MIXMOR-3-A,MLW,MIXMOR,3,17-Aug-17,J9,L,PEMA,A,F,P,Y,423,,,56,37,70,67,,
1329,MIXMOR-3-A,MLW,MIXMOR,3,17-Aug-17,J10,S,PEMA,A,M,T,Y,400,294,,53,35,80,73,,
1330,MIXMOR-3-B,JMP,MIXMOR,3,17-Aug-17,B4,L,PEMA,J,M,N,Y,716,,,66,45,65,71,,
1331,MIXMOR-3-B,JMP,MIXMOR,3,17-Aug-17,B8,S,PEMA,A,M,T,Y,665,,,63,45,72,68,,
1332,MIXMOR-3-B,JMP,MIXMOR,3,17-Aug-17,B10,S,SOVA,A,F,P,N,,,,51,45,,,,
1333,MIXMOR-3-B,JMP,MIXMOR,3,17-Aug-17,B9,L,SPBE,A,M,T,N,666,,,740,35,,,,
1334,MIXMOR-3-B,JMP,MIXMOR,3,17-Aug-17,D7,L,PEMA,A,F,L,Y,713,,,58,41,67,65,,
1335,MIXMOR-3-B,JMP,MIXMOR,3,17-Aug-17,D10,S,PEMA,A,M,T,Y,659,,,58,42,72,69,,
1336,MIXMOR-3-B,JMP,MIXMOR,3,17-Aug-17,F1,L,TASE,A,M,T,Y,724,,,105,38,,,,
1337,MIXMOR-3-B,JMP,MIXMOR,3,17-Aug-17,F4,L,PEMA,J,F,N,Y,232,,,47,36,64,58,,
1338,MIXMOR-3-B,JMP,MIXMOR,3,17-Aug-17,F6,S,PEMA,A,M,T,Y,311,,,57,44,69,68,,
1339,MIXMOR-3-B,JMP,MIXMOR,3,17-Aug-17,F8,S,PEMA,A,M,T,Y,041,044,,56,43,68,64,,
1340,MIXMOR-3-B,JMP,MIXMOR,3,17-Aug-17,H3,L,PEMA,A,F,P,N,221,,,64,41,MD,MD,escaped,
1341,MIXMOR-3-B,JMP,MIXMOR,3,17-Aug-17,H4,S,PEBO,A,M,T,Y,286,,,16,,65,72,dead,KING-054
1342,MIXMOR-3-B,JMP,MIXMOR,3,17-Aug-17,I6,L,SPRU,,,,,,,,,,,,,
1343,MIXMOR-3-B,JMP,MIXMOR,3,17-Aug-17,H8,S,PEMA,J,F,N,Y,342,,,55,42,60,55,,
1344,MIXMOR-3-B,JMP,MIXMOR,3,17-Aug-17,I10,L,SPRU,,,,,,,,,,,,,
1345,MIXMOR-3-B,JMP,MIXMOR,3,17-Aug-17,I9,S,PEMA,A,F,P,Y,707,,,64,40,79,63,,
1346,MIXMOR-3-B,JMP,MIXMOR,3,17-Aug-17,I2,L,TASE,A,M,T,Y,479,,,105,40,,,,
1347,MIXMOR-3-B,JMP,MIXMOR,3,17-Aug-17,I3,S,PEMA,A,F,P,Y,323,,,56,40,64,70,,
1348,MIXMOR-3-B,JMP,MIXMOR,3,17-Aug-17,I5,S,PEMA,A,F,L,Y,668,,,17,,78,65,dead,KING-053
1349,MIXMOR-3-B,JMP,MIXMOR,3,17-Aug-17,H7,L,PEMA,MD,MD,MD,MD,,,,MD,MD,MD,MD,escaped,
1350,MIXMOR-P1-A,KAT,MIXMOR,P1,21-Jun-17,B4,S,ROBB,,,,,,,,,,,,,
1351,MIXMOR-P1-A,KAT,MIXMOR,P1,21-Jun-17,B5,S,PEMA,A,M,N,N,009,046,,50,33,MD,MD,right tag not secure,
1352,MIXMOR-P1-A,KAT,MIXMOR,P1,21-Jun-17,I1,L,SPRU,,,,,,,,,,,,,
1353,MIXMOR-P1-A,KAT,MIXMOR,P1,21-Jun-17,J4,L,ROBB,,,,,,,,,,,,,
1354,MIXMOR-P1-A,KAT,MIXMOR,P1,21-Jun-17,I8,L,SPRU,,,,,,,,,,,,,
1355,MIXMOR-P1-A,KAT,MIXMOR,P1,21-Jun-17,D9,S,PEMA,A,M,T,N,021,044,,MD,MD,MD,MD,,
1356,MIXMOR-P1-A,KAT,MIXMOR,P1,21-Jun-17,I6,L,SPRU,,,,,,,,,,,,,
1357,MIXMOR-P2-A,KAT,MIXMOR,P2,22-Jun-17,MD,S,PEMA,A,M,T,N,,033,,15,,85,68,dead,KING-050
1358,MIXMOR-P2-A,KAT,MIXMOR,P2,22-Jun-17,MD,S,PEBO,A,F,P,N,395,398,,55,28,78,79,,
1359,MIXMOR-P2-A,KAT,MIXMOR,P2,22-Jun-17,MD,S,PEMA,A,F,N,N,035,008,,47,33,74,57,,
1360,MIXMOR-P2-A,KAT,MIXMOR,P2,22-Jun-17,MD,S,PEMA,A,M,T,N,400,462,,55,33,97,70,,
1361,MIXMOR-P2-A,KAT,MIXMOR,P2,22-Jun-17,MD,S,PEMA,A,M,T,Y,021,044,,45,36,70,67,,
1362,MIXMOR-P2-A,KAT,MIXMOR,P2,22-Jun-17,D4,S,TASE,A,F,P,N,032,029,,121,35,,,,
1363,MIXRAV-0-A,KAT MLW AMM,MIXRAV,0,3-Jul-17,C3,S,TAQU,A,F,P,N,,,,67,,,,prebaiting mortality,KING-088
1364,MIXRAV-0-A,KAT MLW AMM,MIXRAV,0,3-Jul-17,C6,L,SPBE,A,MD,MD,N,,,,MD,MD,,,prebaiting capture; let go without processing,
1365,MIXRAV-0-A,KAT MLW AMM,MIXRAV,0,3-Jul-17,B6,S,PEMA,A,U,U,N,,,,13,,80,62,prebaiting mortality; live maggots in body cavity,KING-068
1366,MIXRAV-0-A,KAT MLW AMM,MIXRAV,0,3-Jul-17,A1,S,PEMA,A,M,T,N,,,,19,,80,76,prebaiting mortality,KING-090
1367,MIXRAV-1-A,KAT,MIXRAV,1,4-Jul-17,D2,S,PEMA,A,F,N,N,024,,,48,33,69,64,,
1368,MIXRAV-1-A,KAT,MIXRAV,1,4-Jul-17,D5,L,SPRU,,,,,,,,,,,,hole in trap…animal probably escaped,
1369,MIXRAV-1-A,KAT,MIXRAV,1,4-Jul-17,E8,L,SPRU,,,,,,,,,,,,treadle too light,
1370,MIXRAV-1-A,KAT,MIXRAV,1,4-Jul-17,E2,L,PEMA,A,M,T,N,005,,,50,33,75,64,,
1371,MIXRAV-1-A,KAT,MIXRAV,1,4-Jul-17,E1,S,PEMA,A,M,N,N,028,,,47,33,72,65,,
1372,MIXRAV-1-A,KAT,MIXRAV,1,4-Jul-17,C1,S,PEMA,A,F,P,N,049,,,53,33,74,75,,
1373,MIXRAV-1-A,KAT,MIXRAV,1,4-Jul-17,J1,L,PEMA,A,M,T,N,,,,16,,81,74,dead; heatstroke - trap in full sun,KING-074
1374,MIXRAV-1-B,MLW,MIXRAV,1,4-Jul-17,A2,L,SPRU,,,,,,,,,,,,,
1375,MIXRAV-1-B,MLW,MIXRAV,1,4-Jul-17,C3,S,ROBB,,,,,,,,,,,,,
1376,MIXRAV-1-B,MLW,MIXRAV,1,4-Jul-17,C6,L,ROBB,,,,,,,,,,,,,
1377,MIXRAV-1-B,MLW,MIXRAV,1,4-Jul-17,G8,L,ROBB,,,,,,,,,,,,,
1378,MIXRAV-1-B,MLW,MIXRAV,1,4-Jul-17,A1,S,PEMA,A,M,T,N,392,,,49,32,70,61,,
1379,MIXRAV-1-B,MLW,MIXRAV,1,4-Jul-17,A3,S,TAXX,MD,MD,MD,N,,,,120,31,MD,MD,escaped,
1380,MIXRAV-1-B,MLW,MIXRAV,1,4-Jul-17,B1,L,PEMA,A,M,T,N,380,,,50,33,66,61,,
1381,MIXRAV-1-B,MLW,MIXRAV,1,4-Jul-17,B6,S,PEBO,A,M,T,N,387,,,50,31,71,68,,
1382,MIXRAV-1-C,AMM,MIXRAV,1,4-Jul-17,H1,L,SPRU,,,,,,,,,,,,,
1383,MIXRAV-1-C,AMM,MIXRAV,1,4-Jul-17,H2,S,DEST,,,,,,,,,,,,,
1384,MIXRAV-1-C,AMM,MIXRAV,1,4-Jul-17,H5,L,SPRU,,,,,,,,,,,,,
1385,MIXRAV-1-C,AMM,MIXRAV,1,4-Jul-17,I3,S,PEMA,A,M,T,N,140,,,52,34,90,70,,
1386,MIXRAV-1-C,AMM,MIXRAV,1,4-Jul-17,J2,S,SPRU,,,,,,,,,,,,,
1387,MIXRAV-1-C,AMM,MIXRAV,1,4-Jul-17,J5,L,SPRU,,,,,,,,,,,,,
1388,MIXRAV-1-C,AMM,MIXRAV,1,4-Jul-17,F3,L,PEMA,A,F,P,N,367,,,60,38,85,68,,
1389,MIXRAV-2-A,AMM,MIXRAV,2,5-Jul-17,A1,S,PEMA,S,F,P,N,361,,,46,34,78,60,early pregnancy? Has bred but no big nipples,
1390,MIXRAV-2-A,AMM,MIXRAV,2,5-Jul-17,A2,L,PEMA,A,F,P,N,366,,,51,35,73,70,,
1391,MIXRAV-2-A,AMM,MIXRAV,2,5-Jul-17,A5,S,PEMA,A,M,T,Y,380,,,54,35,80,62,,
1392,MIXRAV-2-A,AMM,MIXRAV,2,5-Jul-17,A10,L,PEMA,A,M,T,Y,387,,,52,36,73,67,,
1393,MIXRAV-2-A,AMM,MIXRAV,2,5-Jul-17,B1,L,TAQU,A,F,P,N,148,,,128,36,,,,
1394,MIXRAV-2-B,KAT,MIXRAV,2,5-Jul-17,J2,S,PEMA,A,M,T,N,020,,,48,33,74,64,,
1395,MIXRAV-2-B,KAT,MIXRAV,2,5-Jul-17,J3,L,SPRU,,,,,,,,,,,,,
1396,MIXRAV-2-B,KAT,MIXRAV,2,5-Jul-17,I10,L,PEMA,A,F,P,Y,049,,,54,35,79,78,post-lactacting (previous litter),
1397,MIXRAV-2-B,KAT,MIXRAV,2,5-Jul-17,H7,L,ROBB,,,,,,,,,,,,treadle too tight,
1398,MIXRAV-2-B,KAT,MIXRAV,2,5-Jul-17,G8,L,PEMA,A,F,P,N,002,,,53,34,76,66,,
1399,MIXRAV-2-B,KAT,MIXRAV,2,5-Jul-17,G3,S,PEMA,A,F,P,Y,367,,,57,34,77,67,very pregnant,
1400,MIXRAV-2-B,KAT,MIXRAV,2,5-Jul-17,G2,L,PEMA,A,M,T,Y,140,,,52,33,83,74,,
1401,MIXRAV-2-B,KAT,MIXRAV,2,5-Jul-17,A4,L,TAQU,A,F,P,N,048,,,115,33,,,,
1402,MIXRAV-2-C,MLW,MIXRAV,2,5-Jul-17,E2,L,PEMA,A,M,T,Y,005,,,46,32,71,64,,
1403,MIXRAV-2-C,MLW,MIXRAV,2,5-Jul-17,E9,S,PEMA,A,M,T,N,285,,,48,36,65,71,CHECK BODY LENGTH AGAINST RECAPTURE,
1404,MIXRAV-2-C,MLW,MIXRAV,2,5-Jul-17,C1,S,PEMA,A,M,N,Y,028,,,47,32,60,65,CHECK BODY LENGTH AGAINST RECAPTURE,
1405,MIXRAV-2-C,MLW,MIXRAV,2,5-Jul-17,C4,L,PEMA,A,F,N,Y,024,,,44,32,71,67,,
1406,MIXRAV-3-A,MLW,MIXRAV,3,6-Jul-17,C4,L,DISD,,,,,,,,,,,,,
1407,MIXRAV-3-A,MLW,MIXRAV,3,6-Jul-17,C5,S,DISD,,,,,,,,,,,,,
1408,MIXRAV-3-A,MLW,MIXRAV,3,6-Jul-17,C6,L,ROBB,,,,,,,,,,,,hair and feces. Perhaps squirrel,
1409,MIXRAV-3-A,MLW,MIXRAV,3,6-Jul-17,C9,S,SPRU,,,,,,,,,,,,,
1410,MIXRAV-3-A,MLW,MIXRAV,3,6-Jul-17,B1,L,PEMA,A,M,T,Y,380,,,44,32,71,60,,
1411,MIXRAV-3-A,MLW,MIXRAV,3,6-Jul-17,B3,L,PEMA,A,F,P,Y,366,,,51,36,71,70,,
1412,MIXRAV-3-A,MLW,MIXRAV,3,6-Jul-17,A3,S,PEMA,A,M,T,Y,387,,,46,33,69,66,,
1413,MIXRAV-3-B,KAT,MIXRAV,3,6-Jul-17,J2,S,DISD,,,,,,,,,,,,,
1414,MIXRAV-3-B,KAT,MIXRAV,3,6-Jul-17,J3,L,SPRU,,,,,,,,,,,,,
1415,MIXRAV-3-B,KAT,MIXRAV,3,6-Jul-17,J5,L,SPRU,,,,,,,,,,,,,
1416,MIXRAV-3-B,KAT,MIXRAV,3,6-Jul-17,J7,L,SPRU,,,,,,,,,,,,,
1417,MIXRAV-3-B,KAT,MIXRAV,3,6-Jul-17,J8,S,PEMA,A,F,P,N,016,358,,51,33,80,65,faulty pliars - left tag not closed completely; early pregnancy,
1418,MIXRAV-3-B,KAT,MIXRAV,3,6-Jul-17,I4,L,PEMA,A,F,P,Y,367,,,58,33,82,68,huge,
1419,MIXRAV-3-B,KAT,MIXRAV,3,6-Jul-17,I1,S,PEMA,A,M,T,Y,020,,,50,34,74,64,,
1420,MIXRAV-3-B,KAT,MIXRAV,3,6-Jul-17,H4,S,DISD,,,,,,,,,,,,trap knocked over,
1421,MIXRAV-3-B,KAT,MIXRAV,3,6-Jul-17,H10,S,PEMA,A,F,N,Y,361,,,46,34,73,57,,
1422,MIXRAV-3-B,KAT,MIXRAV,3,6-Jul-17,G6,L,PEMA,A,M,T,Y,140,,,53,34,85,72,,
1423,MIXRAV-3-C,AMM,MIXRAV,3,6-Jul-17,D6,S,SPRU,,,,,,,,,,,,,
1424,MIXRAV-3-C,AMM,MIXRAV,3,6-Jul-17,D9,S,SPRU,,,,,,,,,,,,,
1425,MIXRAV-3-C,AMM,MIXRAV,3,6-Jul-17,F3,L,SPRU,,,,,,,,,,,,,
1426,MIXRAV-3-C,AMM,MIXRAV,3,6-Jul-17,F4,S,SPRU,,,,,,,,,,,,,
1427,MIXRAV-3-C,AMM,MIXRAV,3,6-Jul-17,G4,L,SPRU,,,,,,,,,,,,,
1428,MIXRAV-3-C,AMM,MIXRAV,3,6-Jul-17,E2,L,PEMA,A,M,T,Y,005,,,51,35,78,58,,
1429,MIXRAV-3-C,AMM,MIXRAV,3,6-Jul-17,D2,S,PEMA,A,F,P,Y,640,,,58,35,78,72,,
1430,MIXRAV-3-C,AMM,MIXRAV,3,6-Jul-17,D1,L,PEMA,A,M,T,Y,028,,,50,36,73,64,,
1431,MIXRAV-3-C,AMM,MIXRAV,3,6-Jul-17,G8,L,PEMA,A,M,T,Y,285,,,50,35,79,66,,
1432,MIXRIV-1-A,HEM,MIXRIV,1,18-Jul-17,B5,L,SPRU,,,,,,,,,,,,very large Jerusalem cricket,
1433,MIXRIV-1-A,HEM,MIXRIV,1,18-Jul-17,A8,L,SPRU,,,,,,,,,,,,,
1434,MIXRIV-1-A,HEM,MIXRIV,1,18-Jul-17,A10,L,PEMA,A,M,T,N,455,,,40,29,78,69,very orange,
1435,MIXRIV-1-A,HEM,MIXRIV,1,18-Jul-17,D9,L,MISS,,,,,,,,,,,,,
1436,MIXRIV-1-A,HEM,MIXRIV,1,18-Jul-17,F5,L,SPRU,,,,,,,,,,,,might have been hit by pinecone,
1437,MIXRIV-1-A,HEM,MIXRIV,1,18-Jul-17,G10,L,SPRU,,,,,,,,,,,,,
1438,MIXRIV-1-A,HEM,MIXRIV,1,18-Jul-17,G6,L,PEMA,A,F,P,N,252,,,48,31,71,66,,
1439,MIXRIV-1-B,BRP,MIXRIV,1,18-Jul-17,J3,L,SPRU,,,,,,,,,,,,,
1440,MIXRIV-1-B,BRP,MIXRIV,1,18-Jul-17,J5,L,MISS,,,,,,,,,,,,was never set,
1441,MIXRIV-1-B,BRP,MIXRIV,1,18-Jul-17,J9,L,PEMA,A,M,T,N,126,,,66,45,MD,MD,escaped,
1442,MIXRIV-1-B,BRP,MIXRIV,1,18-Jul-17,I10,L,MISS,,,,,,,,,,,,was never set,
1443,MIXRIV-1-B,BRP,MIXRIV,1,18-Jul-17,I6,L,DISD,,,,,,,,,,,,,
1444,MIXRIV-1-B,BRP,MIXRIV,1,18-Jul-17,I3,S,SPRU,,,,,,,,,,,,,
1445,MIXRIV-1-B,BRP,MIXRIV,1,18-Jul-17,I2,L,ROBB,,,,,,,,,,,,,
1446,MIXRIV-1-B,BRP,MIXRIV,1,18-Jul-17,H8,S,PEMA,A,M,T,N,416,,,58,45,71,62,,
1447,MIXRIV-1-B,BRP,MIXRIV,1,18-Jul-17,H9,L,SPBE,MD,MD,MD,N,,,,490,30,,,escaped,
1448,MIXRIV-2-A,BRP,MIXRIV,2,19-Jul-17,J10,L,TAMI,S,F,N,N,264,,,67,30,,,,
1449,MIXRIV-2-A,BRP,MIXRIV,2,19-Jul-17,H10,S,SPRU,,,,,,,,,,,,,
1450,MIXRIV-2-A,BRP,MIXRIV,2,19-Jul-17,G10,L,SPRU,,,,,,,,,,,,,
1451,MIXRIV-2-A,BRP,MIXRIV,2,19-Jul-17,G8,L,SPRU,,,,,,,,,,,,,
1452,MIXRIV-2-A,BRP,MIXRIV,2,19-Jul-17,G2,L,SPRU,,,,,,,,,,,,,
1453,MIXRIV-2-A,BRP,MIXRIV,2,19-Jul-17,E6,L,PEMA,A,F,L,Y,252,,,70,46,80,68,,
1454,MIXRIV-2-B,HEM,MIXRIV,2,19-Jul-17,B9,L,SPBE,A,F,L,N,260,,,460,30,,,got away while tagging; 260 is a bad tag; escaped,
1455,MIXRIV-2-B,HEM,MIXRIV,2,19-Jul-17,C2,L,SPRU,,,,,,,,,,,,,
1456,MIXRIV-2-B,HEM,MIXRIV,2,19-Jul-17,C8,L,SPRU,,,,,,,,,,,,,
1457,MIXRIV-2-B,HEM,MIXRIV,2,19-Jul-17,E4,L,PEMA,A,M,T,N,460,,,44,36,77,72,,
1458,MIXRIV-3-A,BRP,MIXRIV,3,20-Jul-17,J4,S,TAMI,S,F,N,Y,264,,,75,30,,,look at Haley's notes,
1459,MIXRIV-3-A,BRP,MIXRIV,3,20-Jul-17,J10,L,PEMA,A,M,T,Y,416,,,57,44,MD,MD,,
1460,MIXRIV-3-A,BRP,MIXRIV,3,20-Jul-17,I5,S,TAAM,S,F,N,N,457,,,71,25,,,look at Haley's notes,
1461,MIXRIV-3-A,BRP,MIXRIV,3,20-Jul-17,G10,L,TAAM,S,M,N,N,453,,,74,27,,,look at Haley's notes,
