capID,code,trapper,site,day,date,trap,trap.type,species,age,sex,breed,recap,left.tag,right.tag,clipped,total.wt,bag.wt,body.lgth,tail.lgth,comments,catnum
405,HIBADR-2-A,CHT,HIBADR,2,30-Aug-17,I10,S,PEMA,A,F,L,Y,464,,,53,35,81,59,,
406,HIBADR-2-A,CHT,HIBADR,2,30-Aug-17,J10,L,PEMA,A,M,T,N,887,,,54,35,88,60,,
407,HIBADR-2-A,CHT,HIBADR,2,30-Aug-17,D8,L,PEMA,A,M,T,N,739,,,52,34,80,67,,
408,HIBADR-2-A,CHT,HIBADR,2,30-Aug-17,J7,S,PEMA,A,M,T,Y,326,,,51,33,80,66,,
409,HIBADR-2-A,CHT,HIBADR,2,30-Aug-17,C5,L,SPBE,S,F,N,Y,767,,,320,35,,,,
410,HIBADR-2-A,CHT,HIBADR,2,30-Aug-17,D5,S,SPBE,S,M,T,Y,892,,,330,30,,,,
411,HIBADR-2-A,CHT,HIBADR,2,30-Aug-17,E7,L,SPRU,,,,,,,,,,,,sprung by cricket,
412,HIBADR-2-A,CHT,HIBADR,2,30-Aug-17,B6,L,SPRU,,,,,,,,,,,,,
413,HIBADR-2-B,MJH,HIBADR,2,30-Aug-17,A1,L,TASE,S,M,N,N,735,,,100,35,,,,
414,HIBADR-2-B,MJH,HIBADR,2,30-Aug-17,H2,L,PEMA,A,F,P,Y,894,,,54,33,78,66,,
415,HIBADR-2-B,MJH,HIBADR,2,30-Aug-17,E2,S,PEMA,A,M,T,N,779,,,48,32,77,70,,
416,HIBADR-2-B,MJH,HIBADR,2,30-Aug-17,C2,S,SPRU,,,,,,,,,,,,,
417,HIBADR-2-B,MJH,HIBADR,2,30-Aug-17,A2,S,PEMA,A,F,P,Y,757,,,52,33,75,69,,
418,HIBADR-2-B,MJH,HIBADR,2,30-Aug-17,C3,L,PEMA,A,M,T,N,807,,,54,34,82,72,,
419,HIBADR-2-B,MJH,HIBADR,2,30-Aug-17,G4,S,PEMA,A,M,T,N,771,,,45,33,79,69,,
420,HIBADR-2-B,MJH,HIBADR,2,30-Aug-17,A4,S,SPRU,,,,,,,,,,,,,
421,HIBADR-2-B,MJH,HIBADR,2,30-Aug-17,B5,S,SPBE,S,F,N,Y,099,,,320,34,,,,
422,HIBADR-2-B,MJH,HIBADR,2,30-Aug-17,F5,S,PEMA,A,M,T,Y,754,,,45,MD,79,71,,
423,HIBADR-2-B,MJH,HIBADR,2,30-Aug-17,I5,L,SPRU,,,,,,,,,,,,,
424,HIBADR-2-B,MJH,HIBADR,2,30-Aug-17,H6,L,PEMA,A,F,P,N,,,,16,,78,67,mort,KING-010
425,HIBADR-2-B,MJH,HIBADR,2,30-Aug-17,G6,S,MISS,,,,,,,,,,,,treadle not working,
426,HIBADR-3-A,CHT,HIBADR,3,31-Aug-17,A1,L,TASE,J,M,N,Y,735,,,100,34,,,,
427,HIBADR-3-A,CHT,HIBADR,3,31-Aug-17,I2,S,PEMA,S,M,N,N,996,,,47,34,65,60,,
428,HIBADR-3-A,CHT,HIBADR,3,31-Aug-17,G2,S,SPBE,MD,MD,MD,MD,,,,MD,MD,,,escaped,
429,HIBADR-3-A,CHT,HIBADR,3,31-Aug-17,E2,S,PEMA,A,F,L,N,,,,15,,85,65,mort,KING-121
430,HIBADR-3-A,CHT,HIBADR,3,31-Aug-17,C2,S,PEMA,A,M,T,Y,807,,,19,,77,68,mort,KING-092
431,HIBADR-3-A,CHT,HIBADR,3,31-Aug-17,B2,L,SPRU,,,,,,,,,,,,front door undisturbed; back door jammed open,
432,HIBADR-3-A,CHT,HIBADR,3,31-Aug-17,A2,S,PEMA,A,F,L,Y,757,,,55,33,95,80,,
433,HIBADR-3-A,CHT,HIBADR,3,31-Aug-17,J3,S,PEMA,A,M,T,N,971,,,50,35,80,68,,
434,HIBADR-3-A,CHT,HIBADR,3,31-Aug-17,G4,S,PEMA,A,M,T,Y,771,,,13,,73,66,mort,KING-139
435,HIBADR-3-A,CHT,HIBADR,3,31-Aug-17,B5,S,PEMA,A,M,T,Y,739,,,53,34,80,65,,
436,HIBADR-3-B,MJH,HIBADR,3,31-Aug-17,J10,L,PEMA,A,M,T,Y,887,,,51,33,78,62,,
437,HIBADR-3-B,MJH,HIBADR,3,31-Aug-17,D10,L,PEMA,S,M,N,N,773,,,50,38,61,55,,
438,HIBADR-3-B,MJH,HIBADR,3,31-Aug-17,C10,S,PEMA,S,M,N,N,756,,,46,34,70,51,,
439,HIBADR-3-B,MJH,HIBADR,3,31-Aug-17,A9,L,PEMA,A,F,P,N,825,,,51,33,79,71,,
440,HIBADR-3-B,MJH,HIBADR,3,31-Aug-17,E9,L,PEMA,A,F,P,N,900,,,53,MD,80,62,,
441,HIBADR-3-B,MJH,HIBADR,3,31-Aug-17,I9,L,SPBE,A,F,P,N,818,,,490,33,,,claws ripped off,
442,HIBADR-3-B,MJH,HIBADR,3,31-Aug-17,J9,S,SPRU,,,,,,,,,,,,,
443,HIBADR-3-B,MJH,HIBADR,3,31-Aug-17,D8,L,SPBE,S,M,N,Y,768,,,320,33,,,,
444,HIBADR-3-B,MJH,HIBADR,3,31-Aug-17,C6,S,SPRU,,,,,,,,,,,,,
445,HIBADR-3-B,MJH,HIBADR,3,31-Aug-17,E6,S,SPBE,S,F,N,Y,767,,,325,32,,,,
446,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,G1,L,DISD,,,,,,,,,,,,knocked over,
447,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,G4,L,SPRU,,,,,,,,,,,,,
448,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,H4,S,SPRU,,,,,,,,,,,,,
449,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,H8,S,SPRU,,,,,,,,,,,,,
450,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,F6,S,SPRU,,,,,,,,,,,,,
451,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,G6,L,DISD,,,,,,,,,,,,knocked over,
452,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,F3,L,PEBO,A,M,T,N,300,399,,48,32,60,66,parasites,
453,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,G3,S,MISS,,,,,,,,,,,,Not set,
454,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,F10,S,SPRU,,,,,,,,,,,,,
455,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,F2,S,DISD,,,,,,,,,,,,knocked over,
456,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,F1,S,DISD,,,,,,,,,,,,knocked over,
457,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,D1,L,SPRU,,,,,,,,,,,,,
458,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,D2,S,DISD,,,,,,,,,,,,knocked over,
459,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,D4,S,SPRU,,,,,,,,,,,,,
460,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,D5,L,SPRU,,,,,,,,,,,,,
461,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,D6,S,SPRU,,,,,,,,,,,,,
462,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,E1,S,SPRU,,,,,,,,,,,,,
463,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,E2,L,SPRU,,,,,,,,,,,,,
464,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,E3,S,SPRU,,,,,,,,,,,,,
465,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,E4,L,SPRU,,,,,,,,,,,,,
466,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,J4,S,SPRU,,,,,,,,,,,,,
467,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,I1,S,SPRU,,,,,,,,,,,,,
468,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,I2,L,SPRU,,,,,,,,,,,,,
469,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,A3,L,SPRU,,,,,,,,,,,,,
470,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,A4,S,SPRU,,,,,,,,,,,,,
471,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,A6,S,SPRU,,,,,,,,,,,,,
472,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,A5,L,DISD,,,,,,,,,,,,noticibly moved,
473,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,B1,S,SPRU,,,,,,,,,,,,,
474,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,B2,L,SPRU,,,,,,,,,,,,,
475,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,B3,S,SPRU,,,,,,,,,,,,,
476,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,B4,L,DISD,,,,,,,,,,,,,
477,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,B5,S,SPRU,,,,,,,,,,,,,
478,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,B6,L,SPRU,,,,,,,,,,,,,
479,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,B8,L,DISD,,,,,,,,,,,,,
480,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,B10,L,DISD,,,,,,,,,,,,,
481,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,C1,L,SPRU,,,,,,,,,,,,,
482,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,C2,S,ROBB,,,,,,,,,,,,,
483,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,C3,L,SPRU,,,,,,,,,,,,,
484,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,C5,L,ROBB,,,,,,,,,,,,,
485,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,C6,S,SPRU,,,,,,,,,,,,,
486,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,E5,S,DISD,,,,,,,,,,,,knocked over,
487,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,E7,S,SPRU,,,,,,,,,,,,,
488,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,E8,L,SPRU,,,,,,,,,,,,,
489,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,J8,S,PEBO,S,M,U,N,129,373,,53,34,68,61,,
490,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,J10,S,PEBO,S,F,N,N,413,422,,58,45,77,63,,
491,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,J9,L,PEMA,J,F,N,N,382,277,,44,33,52,59,,
492,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,C8,L,PEMA,S,F,P,N,131,357,,48,35,64,63,,
493,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,J5,L,PEXX,MD,MD,MD,MD,,,,MD,MD,MD,MD,escaped mouse,
494,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,I10,L,PEBO,J,F,N,N,415,109,,59,45,75,59,,
495,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,27-Jun-17,B9,L,SPBE,A,MD,MD,N,,,,650,617,,,escaped,
496,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,A8,L,SPBE,MD,MD,MD,N,,458,,680,50,,,,
497,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,B9,L,PEMA,A,M,T,N,470,465,,51,36,73,65,,
498,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,B1,L,SPBE,A,F,P,N,,255,,670,50,,,,
499,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,J9,L,PEXX,MD,MD,MD,MD,,,,MD,MD,MD,MD,escaped,
500,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,G3,S,DISD,,,,,,,,,,,,moved,
501,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,G5,S,SPRU,,,,,,,,,,,,,
502,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,G7,S,DISD,,,,,,,,,,,,knocked over,
503,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,G9,S,DISD,,,,,,,,,,,,knocked over,
504,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,G10,L,SPRU,,,,,,,,,,,,,
505,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,H10,S,DISD,,,,,,,,,,,,flipped,
506,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,H8,S,DISD,,,,,,,,,,,,,
507,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,H7,L,SPRU,,,,,,,,,,,,,
508,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,H4,S,PEBO,A,M,T,Y,300,399,,54,34,64,72,,
509,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,A3,S,SPRU,,,,,,,,,,,,,
510,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,C2,S,ROBB,,,,,,,,,,,,,
511,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,D10,S,ROBB,,,,,,,,,,,,,
512,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,C5,L,DISD,,,,,,,,,,,,kicked over,
513,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,F4,S,ROBB,,,,,,,,,,,,kicked over; grass inside,
514,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,I10,L,PEMA,A,F,N,Y,415,109,,49,40,70,58,,
515,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,F6,S,SPRU,,,,,,,,,,,,,
516,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,F7,L,SPRU,,,,,,,,,,,,,
517,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,F8,S,SPRU,,,,,,,,,,,,,
518,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,F9,L,SPRU,,,,,,,,,,,,,
519,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,G10,L,PEMA,A,M,T,N,454,452,,58,MD,73,61,,
520,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,J7,L,DISD,,,,,,,,,,,,tipped over/on side; bait present,
521,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,I2,L,SPRU,,,,,,,,,,,,,
522,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,E2,L,SPRU,,,,,,,,,,,,,
523,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,E5,S,DISD,,,,,,,,,,,,moved out of place,
524,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,E6,L,SPRU,,,,,,,,,,,,treadle too loose,
525,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,E7,S,SPRU,,,,,,,,,,,,,
526,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,E9,S,DISD,,,,,,,,,,,,knocked over and sprung,
527,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,J2,S,PEXX,MD,MD,MD,N,,,,52,33,MD,MD,Escaped,
528,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,J10,S,PEMA,A,M,T,N,379,293,,48,33,69,68,,
529,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,H7,L,PEMA,S,F,N,N,150,352,,55,36,70,65,,
530,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,D9,L,SPBE,S,M,T,N,,397,,470,35,,130,,
531,HICAMP-2-A,AMM BRP HEM MLW,HICAMP,2,28-Jun-17,J3,L,SPBE,A,M,T,N,363,,,620,35,,,,
532,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,29-Jun-17,A3,S,SPRU,,,,,,,,,,,,,
533,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,29-Jun-17,A4,L,SPRU,,,,,,,,,,,,,
534,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,29-Jun-17,A9,S,DISD,,,,,,,,,,,,tipped,
535,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,29-Jun-17,B2,S,DISD,,,,,,,,,,,,tipped,
536,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,29-Jun-17,I10,L,PEBO,A,M,T,Y,454,452,,52,31,59,60,,
537,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,29-Jun-17,E8,L,PEMA,S,F,N,N,144,279,,46,31,65,55,,
538,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,29-Jun-17,H1,L,PEXX,A,M,MD,N,360,126,,49,29,MD,MD,very brown; dorsal stripe on tail; escaped,
539,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,29-Jun-17,B3,L,SPBE,A,M,T,N,,297,,740,41,,,,
540,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,29-Jun-17,G1,S,DISD,,,,,,,,,,,,,
541,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,29-Jun-17,G2,L,SPRU,,,,,,,,,,,,,
542,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,29-Jun-17,G3,S,SPRU,,,,,,,,,,,,,
543,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,29-Jun-17,G5,S,SPRU,,,,,,,,,,,,,
544,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,29-Jun-17,J10,S,SPRU,,,,,,,,,,,,,
545,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,29-Jun-17,I3,S,SPRU,,,,,,,,,,,,,
546,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,29-Jun-17,E4,L,SPRU,,,,,,,,,,,,,
547,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,29-Jun-17,E5,S,SPRU,,,,,,,,,,,,,
548,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,29-Jun-17,E7,S,SPRU,,,,,,,,,,,,,
549,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,29-Jun-17,J4,S,PEMA,S,M,N,Y,129,373,,63,47,65,60,,
550,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,29-Jun-17,F2,S,PEMA,A,M,T,Y,300,399,,63,45,80,65,,
551,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,29-Jun-17,H3,L,PEMA,A,M,T,N,111,119,,64,48,74,61,,
552,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,29-Jun-17,B7,L,PEMA,S,M,N,N,108,125,,61,45,70,68,ear 12 mm,
553,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,29-Jun-17,C2,L,SPRU,,,,,,,,,,,,,
554,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,29-Jun-17,C8,L,PEXX,MD,MD,MD,Y,,,,60,45,MD,MD,escaped,
555,HICAMP-3-A,AMM BRP HEM MLW,HICAMP,3,29-Jun-17,D2,S,SPRU,,,,,,,,,,,,,
556,HICORN-1-A,KAT,HICORN,1,15-Aug-17,A3,S,PEMA,A,M,T,N,989,,,54,32,81,72,,
557,HICORN-1-A,KAT,HICORN,1,15-Aug-17,A4,L,PEMA,A,F,P,N,981,,,55,34,77,64,,
558,HICORN-1-A,KAT,HICORN,1,15-Aug-17,B8,S,SPRU,,,,,,,,,,,,,
559,HICORN-1-A,KAT,HICORN,1,15-Aug-17,B10,S,PEMA,A,F,P,N,050,,,54,32,79,64,,
560,HICORN-1-A,KAT,HICORN,1,15-Aug-17,A10,L,PEMA,A,M,T,N,982,,,51,33,86,69,,
561,HICORN-1-A,KAT,HICORN,1,15-Aug-17,B6,S,PEMA,A,M,T,N,962,,,48,32,78,69,,
562,HICORN-1-A,KAT,HICORN,1,15-Aug-17,B5,L,PEMA,A,M,T,N,997,,,55,32,86,84,,
563,HICORN-1-A,KAT,HICORN,1,15-Aug-17,C2,L,PEXX,MD,MD,MD,N,,,,MD,MD,MD,MD,escaped,
564,HICORN-1-A,KAT,HICORN,1,15-Aug-17,C5,S,ROBB,,,,,,,,,,,,treadle not set after prebaiting,
565,HICORN-1-A,KAT,HICORN,1,15-Aug-17,C6,L,PEMA,A,M,T,N,959,,,52,32,84,62,,
566,HICORN-1-A,KAT,HICORN,1,15-Aug-17,C9,S,PEMA,A,F,P,N,885,,,54,34,85,74,early pregnancy,
567,HICORN-1-A,KAT,HICORN,1,15-Aug-17,D7,L,PEMA,A,M,T,N,978,,,50,34,79,71,,
568,HICORN-1-A,KAT,HICORN,1,15-Aug-17,D3,L,PEMA,A,F,P,N,970,,,51,32,81,63,,
569,HICORN-1-A,KAT,HICORN,1,15-Aug-17,D1,L,PEMA,A,F,P,N,878,,,54,35,80,73,,
570,HICORN-1-A,KAT,HICORN,1,15-Aug-17,E1,S,PEMA,A,M,T,N,960,,,46,32,MD,74,faked death and escaped,
571,HICORN-1-A,KAT,HICORN,1,15-Aug-17,E4,L,PEMA,A,F,P,N,979,,,59,33,79,70,very pregnant,
572,HICORN-1-A,KAT,HICORN,1,15-Aug-17,E8,L,PEMA,A,F,P,N,967,,,52,33,79,72,beautiful pelage,
573,HICORN-1-A,KAT,HICORN,1,15-Aug-17,F9,L,PEMA,A,M,T,N,953,,,50,32,82,78,,
574,HICORN-1-A,KAT,HICORN,1,15-Aug-17,F4,S,PEMA,A,M,T,N,899,,,54,34,83,64,,
575,HICORN-1-A,KAT,HICORN,1,15-Aug-17,F2,S,PEMA,A,M,T,N,992,,,49,34,72,68,,
576,HICORN-1-A,KAT,HICORN,1,15-Aug-17,G1,S,PEMA,A,M,T,N,884,,,47,33,72,65,,
577,HICORN-1-A,KAT,HICORN,1,15-Aug-17,G7,S,SPRU,,,,,,,,,,,,,
578,HICORN-1-A,KAT,HICORN,1,15-Aug-17,G9,S,PEMA,A,M,T,N,895,,,52,32,80,68,very scrotal,
579,HICORN-1-B,CHT,HICORN,1,15-Aug-17,J2,S,SPRU,,,,,,,,,,,,,
580,HICORN-1-B,CHT,HICORN,1,15-Aug-17,J3,L,PEMA,A,F,P,N,381,,,59,39,75,70,,
581,HICORN-1-B,CHT,HICORN,1,15-Aug-17,J4,S,PEMA,A,F,P,N,331,,,50,39,65,63,,
582,HICORN-1-B,CHT,HICORN,1,15-Aug-17,J5,L,PEMA,A,M,T,N,291,,,53,41,90,75,,
583,HICORN-1-B,CHT,HICORN,1,15-Aug-17,J6,S,PEMA,A,F,P,N,726,,,65,43,100,80,,
584,HICORN-1-B,CHT,HICORN,1,15-Aug-17,J8,S,PEMA,A,F,P,N,749,,,61,38,75,70,,
585,HICORN-1-B,CHT,HICORN,1,15-Aug-17,J10,S,PEMA,A,F,P,N,750,,,58,43,92,70,,
586,HICORN-1-B,CHT,HICORN,1,15-Aug-17,I3,S,PEMA,A,M,T,N,747,,,56,39,80,68,,
587,HICORN-1-B,CHT,HICORN,1,15-Aug-17,I1,S,SPRU,,,,,,,,,,,,,
588,HICORN-1-B,CHT,HICORN,1,15-Aug-17,H1,L,PEMA,A,F,N,N,748,,,60,40,82,70,,
589,HICORN-1-B,CHT,HICORN,1,15-Aug-17,H2,S,PEMA,A,M,T,N,746,,,60,43,85,70,,
590,HICORN-1-B,CHT,HICORN,1,15-Aug-17,H4,S,PEMA,A,M,T,N,730,,,58,41,80,71,,
591,HICORN-1-B,CHT,HICORN,1,15-Aug-17,H7,L,PEMA,A,M,T,N,,,,61,45,81,70,escaped,
592,HICORN-1-B,CHT,HICORN,1,15-Aug-17,H8,S,SPRU,,,,,,,,,,,,,
593,HICORN-2-A,KAT,HICORN,2,16-Aug-17,J2,S,PEMA,S,F,N,N,976,,,44,32,72,70,,
594,HICORN-2-A,KAT,HICORN,2,16-Aug-17,J3,L,PEMA,A,M,T,Y,291,,,53,33,80,74,bad tag; retagged with same tag,
595,HICORN-2-A,KAT,HICORN,2,16-Aug-17,J6,S,PEMA,A,F,P,N,189,,,54,33,78,67,has had previous litter,
596,HICORN-2-A,KAT,HICORN,2,16-Aug-17,J8,S,PEMA,A,F,P,Y,749,013,,55,33,86,74,worried about left tag so tagged right ear,
597,HICORN-2-A,KAT,HICORN,2,16-Aug-17,J10,S,PEMA,A,F,P,Y,750,269,,51,33,85,72,post-lactacting; worried about left tag so tagged right ear,
598,HICORN-2-A,KAT,HICORN,2,16-Aug-17,I7,S,PEMA,A,M,T,N,958,,,51,36,72,69,very small,
599,HICORN-2-A,KAT,HICORN,2,16-Aug-17,I5,S,PEMA,A,M,T,Y,130,988,,50,33,75,70,worried about left tag so tagged right ear,
600,HICORN-2-A,KAT,HICORN,2,16-Aug-17,I3,S,PEMA,A,F,N,N,986,,,49,33,75,69,,
601,HICORN-2-A,KAT,HICORN,2,16-Aug-17,I1,S,PEMA,S,F,N,N,179,,,46,33,72,66,,
602,HICORN-2-A,KAT,HICORN,2,16-Aug-17,H2,S,PEMA,A,M,T,Y,747,,,51,34,75,70,,
603,HICORN-2-A,KAT,HICORN,2,16-Aug-17,H3,L,PEMA,A,F,P,N,966,,,58,34,82,73,fat,
604,HICORN-2-A,KAT,HICORN,2,16-Aug-17,H5,L,PEMA,A,M,T,Y,899,,,53,34,84,65,,
605,HICORN-2-A,KAT,HICORN,2,16-Aug-17,H8,S,PEMA,A,M,T,Y,953,,,51,34,82,76,,
606,HICORN-2-A,KAT,HICORN,2,16-Aug-17,G10,L,PEMA,A,M,T,N,890,,,51,33,78,64,pretty fur and bristly tail; but short tail,
607,HICORN-2-A,KAT,HICORN,2,16-Aug-17,G9,S,PEMA,A,M,T,Y,895,,,52,33,80,70,very scrotal,
608,HICORN-2-A,KAT,HICORN,2,16-Aug-17,G3,S,PEMA,A,M,T,N,877,,,48,33,83,71,,
609,HICORN-2-A,KAT,HICORN,2,16-Aug-17,F1,L,PEMA,A,F,P,N,466,,,54,33,77,74,too pregnant to jump,
610,HICORN-2-A,KAT,HICORN,2,16-Aug-17,E8,L,PEMA,A,F,P,Y,967,,,52,33,82,70,,
611,HICORN-2-A,KAT,HICORN,2,16-Aug-17,E4,L,PEMA,A,F,P,Y,979,,,59,33,79,71,might give birth tomorrow,
612,HICORN-2-A,KAT,HICORN,2,16-Aug-17,E1,S,PEMA,A,M,T,Y,997,,,54,32,89,85,old mouse,
613,HICORN-2-B,CHT,HICORN,2,16-Aug-17,A1,S,PEMA,A,M,T,N,744,,,53,40,65,60,possible recap? Hole in ear,
614,HICORN-2-B,CHT,HICORN,2,16-Aug-17,A2,L,PEMA,A,M,T,N,743,,,65,47,92,65,,
615,HICORN-2-B,CHT,HICORN,2,16-Aug-17,A3,S,PEMA,A,F,N,Y,981,,,60,40,73,65,,
