ID,Site,Date,Transect,Meter,Species,DBH_cm,Intact,State,Height_m,Comments,Entered_by,Range
290,GRNMAS,15-Aug-17,1,0-5,Pinus jeffreyi,24.1,Y,H,,,JMP,
291,GRNMAS,15-Aug-17,1,0-5,Pinus jeffreyi,30,Y,H,,,JMP,
292,GRNMAS,15-Aug-17,1,10-May,Pinus jeffreyi,35.7,Y,H,,,JMP,
293,GRNMAS,15-Aug-17,1,10-May,Pinus ponderosa,47.5,Y,H,,,JMP,
294,GRNMAS,15-Aug-17,1,10-May,Pinus ponderosa,46.4,Y,H,,,JMP,
295,GRNMAS,15-Aug-17,1,25-30,Pinus ponderosa,18.8,Y,H,,,JMP,
296,GRNMAS,15-Aug-17,1,25-30,Pinus jeffreyi,18.4,Y,H,,,JMP,
297,GRNMAS,15-Aug-17,1,25-30,Pinus jeffreyi,17.5,Y,H,,,JMP,
298,GRNMAS,15-Aug-17,1,25-30,Abies magnifica,26,Y,H,,,JMP,
299,GRNMAS,15-Aug-17,1,25-30,Abies magnifica,48.9,Y,H,,,JMP,
300,GRNMAS,15-Aug-17,1,25-30,Calocedrus decurrens,15.1,Y,H,,,JMP,
301,GRNMAS,15-Aug-17,1,25-30,Abies magnifica,38.2,Y,H,,,JMP,
302,GRNMAS,15-Aug-17,1,25-30,Abies concolor,44.1,Y,H,,,JMP,
303,GRNMAS,15-Aug-17,1,25-30,Pinus jeffreyi,26.8,Y,H,,,JMP,
304,GRNMAS,15-Aug-17,1,25-30,Pinus jeffreyi,22.4,Y,H,,,JMP,
305,GRNMAS,15-Aug-17,1,30-35,Pinus jeffreyi,17.7,Y,H,,,JMP,
306,GRNMAS,15-Aug-17,1,30-35,Abies concolor,24.9,Y,H,,,JMP,
307,GRNMAS,15-Aug-17,1,30-35,Abies concolor,18.3,Y,H,,,JMP,
308,GRNMAS,15-Aug-17,1,30-35,Calocedrus decurrens,19.1,Y,H,,,JMP,
309,GRNMAS,15-Aug-17,1,30-35,Abies concolor,27.3,Y,H,,,JMP,
310,GRNMAS,15-Aug-17,1,35-40,Pinus jeffreyi,28.9,Y,H,,,JMP,
311,GRNMAS,15-Aug-17,1,40-45,Pinus ponderosa,16.1,Y,H,,,JMP,
312,GRNMAS,15-Aug-17,1,40-45,Pinus jeffreyi,33.5,Y,H,,,JMP,
313,GRNMAS,15-Aug-17,1,45-50,Pinus jeffreyi,30.6,Y,H,,,JMP,
314,GRNMAS,15-Aug-17,1,45-50,Pinus jeffreyi,27.7,Y,H,,,JMP,
315,GRNMAS,15-Aug-17,1,45-50,Pinus jeffreyi,34,Y,H,,,JMP,
316,GRNMAS,15-Aug-17,1,45-50,Pinus jeffreyi,34.7,Y,H,,,JMP,
317,GRNMAS,15-Aug-17,1,40-45,Calocedrus decurrens,17,Y,H,,,JMP,
318,GRNMAS,15-Aug-17,1,40-45,Pinus jeffreyi,27.4,Y,H,,,JMP,
319,GRNMAS,15-Aug-17,1,35-40,Pinus jeffreyi,15.1,Y,H,,,JMP,
320,GRNMAS,15-Aug-17,1,35-40,Pinus jeffreyi,22.2,Y,H,,,JMP,
321,GRNMAS,15-Aug-17,1,35-40,Pinus jeffreyi,17.8,Y,H,,,JMP,
322,GRNMAS,15-Aug-17,1,30-35,Pinus jeffreyi,16,Y,H,,,JMP,
323,GRNMAS,15-Aug-17,1,30-35,Pinus jeffreyi,15.8,Y,H,,,JMP,
324,GRNMAS,15-Aug-17,1,30-35,Pinus ponderosa,18.9,Y,H,,,JMP,
325,GRNMAS,15-Aug-17,1,30-35,Pinus jeffreyi,33.4,Y,H,,,JMP,
326,GRNMAS,15-Aug-17,1,30-35,Calocedrus decurrens,32.2,Y,H,,,JMP,
327,GRNMAS,15-Aug-17,1,30-35,Pinus ponderosa,38.3,Y,H,,,JMP,
328,GRNMAS,15-Aug-17,1,25-30,Pinus jeffreyi,23.5,Y,H,,,JMP,
329,GRNMAS,15-Aug-17,1,25-30,Abies magnifica,30.8,Y,H,,,JMP,
330,GRNMAS,15-Aug-17,1,25-30,Abies magnifica,34.9,Y,H,,,JMP,
331,GRNMAS,15-Aug-17,1,25-30,Abies magnifica,41,Y,H,,,JMP,
332,GRNMAS,15-Aug-17,1,25-30,Abies concolor,45.9,Y,H,,,JMP,
333,GRNMAS,15-Aug-17,1,25-30,Abies magnifica,44.6,Y,H,,,JMP,
334,GRNMAS,15-Aug-17,1,25-30,Calocedrus decurrens,38.6,Y,H,,,JMP,
335,GRNMAS,15-Aug-17,1,25-30,Abies magnifica,33,Y,H,,,JMP,
336,GRNMAS,15-Aug-17,1,15-20,Calocedrus decurrens,24.5,Y,H,,,JMP,
337,GRNMAS,15-Aug-17,1,15-20,Pinus ponderosa,32,Y,H,,,JMP,
338,GRNMAS,15-Aug-17,1,15-Oct,Pinus jeffreyi,22.3,Y,H,,,JMP,
339,GRNMAS,15-Aug-17,1,15-Oct,Pinus jeffreyi,21.4,Y,H,,,JMP,
340,GRNMAS,15-Aug-17,1,15-Oct,Pinus jeffreyi,31.2,Y,H,,,JMP,
341,GRNMAS,15-Aug-17,1,10-May,Pinus jeffreyi,27.8,Y,H,,,JMP,
342,GRNMAS,15-Aug-17,1,10-May,Pinus jeffreyi,31.9,Y,H,,,JMP,
343,GRNMAS,15-Aug-17,2,15-Oct,UNKNOWN,44.6,N,D,10,"NO BRANCHES, ONLY TRUNK, MAYBE AN OAK",JMP,
344,GRNMAS,15-Aug-17,2,20-25,Calocedrus decurrens,86.7,Y,H,,,JMP,
345,GRNMAS,15-Aug-17,2,20-25,Abies concolor,27.3,Y,H,,,JMP,
346,GRNMAS,15-Aug-17,2,30-35,Abies magnifica,29.8,Y,H,,,JMP,
347,GRNMAS,15-Aug-17,2,35-40,Abies sp.,23,Y,D,,,JMP,
348,GRNMAS,15-Aug-17,2,35-40,Pinus ponderosa,22.5,Y,H,,,JMP,
349,GRNMAS,15-Aug-17,2,35-40,Pinus ponderosa,87.7,Y,H,,,JMP,
350,GRNMAS,15-Aug-17,2,35-40,Abies concolor,24.4,Y,H,,,JMP,
351,GRNMAS,15-Aug-17,2,40-45,Calocedrus decurrens,19.5,Y,H,,,JMP,
352,GRNMAS,15-Aug-17,2,40-45,Abies sp.,28.4,Y,D,,,JMP,
353,GRNMAS,15-Aug-17,2,40-45,Abies sp.,19.8,Y,H,,,JMP,
354,GRNMAS,15-Aug-17,2,45-50,Calocedrus decurrens,106.8,N,D,18,,JMP,
355,GRNQUA,7-Aug-17,1,0-5,Abies magnifica,68,Y,H,,,JMP,
356,GRNQUA,7-Aug-17,1,0-5,Abies magnifica,28,Y,H,,,JMP,
357,GRNQUA,7-Aug-17,1,10-May,Abies magnifica,16,Y,H,,,JMP,
358,GRNQUA,7-Aug-17,1,10-May,Abies magnifica,22,Y,H,,,JMP,
359,GRNQUA,7-Aug-17,1,10-May,Abies magnifica,40,Y,H,,,JMP,
360,GRNQUA,7-Aug-17,1,15-Oct,Abies magnifica,65,Y,H,,,JMP,
361,GRNQUA,7-Aug-17,1,15-Oct,Abies magnifica,37,Y,H,,,JMP,
362,GRNQUA,7-Aug-17,1,15-20,Abies magnifica,33,Y,H,,,JMP,
363,GRNQUA,7-Aug-17,1,15-20,Abies magnifica,39,Y,H,,,JMP,
364,GRNQUA,7-Aug-17,1,15-20,Abies magnifica,36,Y,H,,,JMP,
365,GRNQUA,7-Aug-17,1,20-25,Abies magnifica,30,Y,H,,,JMP,
366,GRNQUA,7-Aug-17,1,25-30,Abies magnifica,51,Y,H,,,JMP,
367,GRNQUA,7-Aug-17,1,30-35,Abies magnifica,133,Y,H,,,JMP,
368,GRNQUA,7-Aug-17,1,30-35,Abies concolor,15,Y,H,,,JMP,
369,GRNQUA,7-Aug-17,1,15-Oct,Abies magnifica,33,Y,H,,,JMP,
370,GRNQUA,7-Aug-17,1,15-Oct,Abies magnifica,15,Y,H,,,JMP,
371,GRNQUA,7-Aug-17,1,10-May,Abies magnifica,42,Y,H,,,JMP,
372,GRNQUA,7-Aug-17,1,10-May,Abies magnifica,20,Y,H,,,JMP,
373,GRNQUA,7-Aug-17,1,0-5,Abies magnifica,31,Y,H,,,JMP,
374,GRNQUA,7-Aug-17,1,0-5,Abies magnifica,21,Y,H,,,JMP,
375,GRNQUA,7-Aug-17,1,0-5,Abies magnifica,36,Y,H,,,JMP,
376,GRNQUA,7-Aug-17,1,0-5,Abies magnifica,46,Y,H,,,JMP,
377,GRNQUA,7-Aug-17,2,0-5,Abies sp.,42,N,D,2,,JMP,
378,GRNQUA,7-Aug-17,2,0-5,Abies magnifica,69,Y,H,,,JMP,
379,GRNQUA,7-Aug-17,2,0-5,Abies sp.,21,N,D,2,,JMP,
380,GRNQUA,7-Aug-17,2,0-5,Abies magnifica,19,N,H,2.5,,JMP,
381,GRNQUA,7-Aug-17,2,10-May,Abies magnifica,16,Y,H,,,JMP,
382,GRNQUA,7-Aug-17,2,10-May,Abies magnifica,23,Y,H,,,JMP,
383,GRNQUA,7-Aug-17,2,10-May,Abies magnifica,15,N,D,5,,JMP,
384,GRNQUA,7-Aug-17,2,15-Oct,Abies magnifica,40,Y,H,,,JMP,
385,GRNQUA,7-Aug-17,2,15-Oct,Abies magnifica,28,Y,H,,,JMP,
386,GRNQUA,7-Aug-17,2,15-Oct,Abies magnifica,17,Y,H,,,JMP,
387,GRNQUA,7-Aug-17,2,15-20,Abies magnifica,47,Y,H,,,JMP,
388,GRNQUA,7-Aug-17,2,15-20,Abies magnifica,50,Y,H,,,JMP,
389,GRNQUA,7-Aug-17,2,45-50,Abies magnifica,43,Y,H,,,JMP,
390,GRNQUA,7-Aug-17,2,40-45,Abies magnifica,20,N,D,2,,JMP,
391,GRNQUA,7-Aug-17,2,40-45,Abies magnifica,16,N,D,2,,JMP,
392,GRNQUA,7-Aug-17,2,25-30,Abies magnifica,35,Y,H,,,JMP,
393,GRNQUA,7-Aug-17,2,25-30,Abies magnifica,33,Y,H,,,JMP,
394,GRNQUA,7-Aug-17,2,25-30,Abies magnifica,18,N,D,3,,JMP,
395,GRNQUA,7-Aug-17,2,25-30,Abies magnifica,23,Y,H,,,JMP,
396,GRNQUA,7-Aug-17,2,25-30,Abies magnifica,19,Y,H,,,JMP,
397,GRNQUA,7-Aug-17,2,20-25,Abies magnifica,37,Y,H,,,JMP,
398,GRNQUA,7-Aug-17,2,20-25,Abies magnifica,59,Y,H,,,JMP,
399,GRNQUA,7-Aug-17,2,15-20,Abies magnifica,54,Y,H,,,JMP,
400,GRNQUA,7-Aug-17,2,15-20,Abies magnifica,48,Y,H,,,JMP,
401,GRNQUA,7-Aug-17,2,15-Oct,Abies magnifica,22,Y,H,,,JMP,
402,GRNQUA,7-Aug-17,2,15-Oct,Abies magnifica,22,Y,H,,,JMP,
403,GRNQUA,7-Aug-17,2,15-Oct,Abies sp.,30,N,D,7,,JMP,
404,GRNQUA,7-Aug-17,2,15-Oct,Abies sp.,24,N,D,3.5,,JMP,
405,GRNQUA,7-Aug-17,2,10-May,Abies sp.,25,N,D,10,,JMP,
406,GRNQUA,7-Aug-17,2,10-May,Abies magnifica,62,Y,H,,,JMP,
407,GRNQUA,7-Aug-17,2,0-5,Abies magnifica,34,N,D,15,,JMP,
408,GRNQUA,7-Aug-17,2,0-5,Abies magnifica,19,N,D,8,BENT,JMP,
409,GRNSNO,17-Jul-17,1,45-50,Abies magnifica,65.5,Y,H,,,JMP,
410,GRNSNO,17-Jul-17,1,35-40,Abies magnifica,20,Y,H,,,JMP,
411,GRNSNO,17-Jul-17,1,30-35,Abies magnifica,16.5,Y,H,,,JMP,
412,GRNSNO,17-Jul-17,1,30-35,Abies magnifica,17,Y,H,,,JMP,
413,GRNSNO,17-Jul-17,1,25-30,Abies magnifica,39.5,Y,H,,,JMP,
414,GRNSNO,17-Jul-17,1,25-30,Abies concolor,60.7,Y,H,,,JMP,
415,GRNSNO,17-Jul-17,1,20-25,Abies magnifica,58.8,Y,H,,,JMP,
416,GRNSNO,17-Jul-17,1,15-Oct,Abies magnifica,44.4,Y,H,,,JMP,
417,GRNSNO,17-Jul-17,1,15-Oct,Abies magnifica,29.2,Y,H,,,JMP,
418,GRNSNO,17-Jul-17,1,15-Oct,Abies magnifica,42,Y,H,,,JMP,
419,GRNSNO,17-Jul-17,1,15-Oct,Calocedrus decurrens,16,Y,H,,,JMP,
420,GRNSNO,17-Jul-17,1,0-5,Abies magnifica,28.7,Y,H,,,JMP,
421,GRNSNO,18-Jul-17,2,0-5,Abies concolor,19.5,Y,H,,,JMP,
422,GRNSNO,18-Jul-17,2,0-5,Abies concolor,37,Y,H,,,JMP,
423,GRNSNO,18-Jul-17,2,0-5,Abies concolor,45.4,Y,H,,,JMP,
424,GRNSNO,18-Jul-17,2,10-May,Abies concolor,33.5,Y,H,,,JMP,
425,GRNSNO,18-Jul-17,2,10-May,Abies concolor,33.7,Y,H,,,JMP,
426,GRNSNO,18-Jul-17,2,10-May,Abies magnifica,78,Y,H,,,JMP,
427,GRNSNO,18-Jul-17,2,15-Oct,Abies concolor,32.5,Y,H,,,JMP,
428,GRNSNO,18-Jul-17,2,15-Oct,Abies concolor,47.5,Y,H,,,JMP,
429,GRNSNO,18-Jul-17,2,15-Oct,Abies concolor,17.5,Y,H,,,JMP,
430,GRNSNO,18-Jul-17,2,15-Oct,Abies concolor,51.5,Y,H,,,JMP,
431,GRNSNO,18-Jul-17,2,15-20,Abies concolor,31.7,Y,H,,,JMP,
432,GRNSNO,18-Jul-17,2,15-20,Abies concolor,19,Y,H,,,JMP,
433,GRNSNO,18-Jul-17,2,15-20,Abies concolor,38.7,Y,H,,,JMP,
434,GRNSNO,18-Jul-17,2,15-20,Abies concolor,30.5,Y,H,,,JMP,
435,GRNSNO,18-Jul-17,2,15-20,Abies concolor,15.7,Y,H,,,JMP,
436,GRNSNO,18-Jul-17,2,15-20,Abies concolor,71.8,Y,H,,,JMP,
437,GRNSNO,18-Jul-17,2,15-20,Abies concolor,35.9,Y,H,,,JMP,
438,GRNSNO,18-Jul-17,2,20-25,Abies concolor,36.5,Y,H,,,JMP,
439,GRNSNO,18-Jul-17,2,20-25,Abies concolor,38.6,Y,H,,,JMP,
440,GRNSNO,18-Jul-17,2,20-25,Abies concolor,52.3,Y,H,,,JMP,
441,GRNSNO,18-Jul-17,2,35-40,Abies concolor,31.5,Y,H,,,JMP,
442,GRNSNO,18-Jul-17,2,40-45,Abies magnifica,58.7,Y,H,,,JMP,
443,GRNSNO,18-Jul-17,2,40-45,Abies magnifica,64.6,Y,H,,,JMP,
444,GRNSNO,18-Jul-17,2,40-45,Abies concolor,23.6,Y,H,,,JMP,
445,GRNSNO,18-Jul-17,2,40-45,Abies concolor,18,Y,H,,,JMP,
446,GRNSNO,18-Jul-17,2,40-45,Abies concolor,45.9,Y,H,,,JMP,
447,GRNSNO,18-Jul-17,2,45-50,Abies magnifica,49.5,Y,H,,,JMP,
448,GRNSNO,18-Jul-17,2,45-50,Abies concolor,45.6,Y,H,,,JMP,
449,GRNSNO,18-Jul-17,2,45-50,Abies concolor,73.4,Y,H,,,JMP,
450,GRNTUR,10-Jul-17,1,15-Oct,Tsuga mertensiana,45.7,Y,H,,,JMP,
451,GRNTUR,10-Jul-17,1,15-20,Tsuga mertensiana,28.5,Y,H,,,JMP,
452,GRNTUR,10-Jul-17,1,20-25,Tsuga mertensiana,17,Y,D,,,JMP,
453,GRNTUR,10-Jul-17,1,25-30,Abies magnifica,21.2,Y,H,,,JMP,
454,GRNTUR,10-Jul-17,1,25-30,Abies magnifica,18.3,Y,H,,,JMP,
455,GRNTUR,10-Jul-17,1,30-35,Tsuga mertensiana,58.8,Y,H,,,JMP,
456,GRNTUR,10-Jul-17,1,35-40,Tsuga mertensiana,69.9,Y,H,,,JMP,
457,GRNTUR,10-Jul-17,1,10-May,Abies magnifica,32.3,Y,H,,,JMP,
458,GRNTUR,10-Jul-17,1,10-May,Abies magnifica,22.3,Y,H,,,JMP,
459,GRNTUR,10-Jul-17,1,10-May,Abies magnifica,29.7,Y,H,,,JMP,
460,GRNTUR,10-Jul-17,1,10-May,Abies magnifica,50.3,Y,D,,,JMP,
461,GRNTUR,10-Jul-17,1,10-May,Abies magnifica,41.9,Y,D,,,JMP,
462,GRNTUR,10-Jul-17,1,10-May,Tsuga mertensiana,41.5,Y,H,,,JMP,
463,GRNTUR,10-Jul-17,1,15-Oct,Tsuga mertensiana,15.5,Y,H,,,JMP,
464,GRNTUR,10-Jul-17,1,20-25,Tsuga mertensiana,23.7,Y,H,,,JMP,
465,GRNTUR,10-Jul-17,1,25-30,Abies magnifica,24.4,Y,H,,,JMP,
466,GRNTUR,10-Jul-17,1,25-30,Tsuga mertensiana,67,Y,H,,,JMP,
467,GRNTUR,10-Jul-17,1,35-40,Tsuga mertensiana,35.4,Y,H,,,JMP,
468,GRNTUR,10-Jul-17,1,40-45,Abies magnifica,18.3,Y,H,,,JMP,
469,GRNTUR,10-Jul-17,1,45-50,Tsuga mertensiana,105.4,Y,H,,,JMP,
470,GRNTUR,10-Jul-17,1,45-50,Abies magnifica,19.9,Y,H,,,JMP,
471,GRNTUR,10-Jul-17,2,40-45,Tsuga mertensiana,72,Y,H,,,JMP,
472,GRNTUR,10-Jul-17,2,40-45,Tsuga mertensiana,18,Y,H,,,JMP,
473,GRNTUR,10-Jul-17,2,40-45,Tsuga mertensiana,72,Y,H,,,JMP,
474,GRNTUR,10-Jul-17,2,30-35,Abies magnifica,52,Y,D,,,JMP,
475,GRNTUR,10-Jul-17,2,25-30,UNKNOWN,62,N,D,30,"DEAD, UNIDENTIFIABLE, BURNED, DBH INACCURATE BECAUSE GETS BIGGER THE HIGHER YOU GO",JMP,
476,GRNTUR,10-Jul-17,2,25-30,Abies magnifica,23,Y,H,,,JMP,
477,GRNTUR,10-Jul-17,2,25-30,Abies magnifica,17.8,Y,H,,,JMP,
478,GRNTUR,10-Jul-17,2,25-30,Abies magnifica,23,Y,H,,,JMP,
479,GRNTUR,10-Jul-17,2,25-30,Abies magnifica,24,Y,H,,,JMP,
480,GRNTUR,10-Jul-17,2,25-30,Abies magnifica,39.6,Y,H,,,JMP,
481,GRNTUR,10-Jul-17,2,20-25,Abies magnifica,28.8,Y,H,,,JMP,
482,GRNTUR,10-Jul-17,2,15-20,Abies magnifica,16.5,Y,D,,,JMP,
483,GRNTUR,10-Jul-17,2,15-20,Abies magnifica,24.8,Y,D,,,JMP,
484,GRNTUR,10-Jul-17,2,15-20,Abies magnifica,36.4,Y,D,,,JMP,
485,GRNTUR,10-Jul-17,2,15-20,Abies magnifica,17,Y,D,,,JMP,
486,GRNTUR,10-Jul-17,2,15-20,Tsuga mertensiana,58.6,Y,H,,,JMP,
487,GRNTUR,10-Jul-17,2,15-Oct,Abies magnifica,47.5,Y,H,,,JMP,
488,GRNTUR,10-Jul-17,2,0-5,Abies magnifica,31.9,Y,H,,,JMP,
489,GRNTUR,10-Jul-17,2,0-5,Abies magnifica,38.7,Y,D,,,JMP,
490,GRNTUR,10-Jul-17,2,0-5,Pinus ponderosa,51.6,Y,H,,,JMP,
491,GRNTUR,10-Jul-17,2,25-30,Abies magnifica,36.8,Y,H,,,JMP,
492,GRNTUR,10-Jul-17,2,25-30,Tsuga mertensiana,32.7,Y,H,,,JMP,
493,GRNTUR,10-Jul-17,2,30-35,Pinus ponderosa,40.4,Y,H,,,JMP,
494,GRNTUR,10-Jul-17,2,30-35,UNKNOWN,20.5,N,D,8,Dead snag,JMP,
495,GRNTUR,10-Jul-17,2,30-35,Pinus ponderosa,60,Y,H,,,JMP,
496,GRNTUR,10-Jul-17,2,30-35,Abies magnifica,26.6,Y,H,,,JMP,
497,GRNTUR,10-Jul-17,2,35-40,Abies magnifica,36,Y,H,,,JMP,
498,GRNTUR,10-Jul-17,2,35-40,Pinus ponderosa,70.6,Y,H,,,JMP,
499,GRNTUR,10-Jul-17,2,35-40,Pinus ponderosa,21,Y,H,,,JMP,
500,GRNTUR,10-Jul-17,2,40-45,Abies magnifica,15.8,Y,H,,,JMP,
501,GRNTUR,10-Jul-17,2,40-45,Abies magnifica,39.8,Y,D,,,JMP,
502,GRNTUR,10-Jul-17,2,40-45,Tsuga mertensiana,20.6,Y,UH,,,JMP,
503,GRNTUR,10-Jul-17,2,40-45,Pinus ponderosa,34.5,Y,H,,,JMP,
504,GRNWOO,3-Jul-17,1,45-50,Abies concolor,68,Y,D,,,JMP,
505,GRNWOO,3-Jul-17,1,40-45,Calocedrus decurrens,32,Y,UH,,,JMP,
506,GRNWOO,3-Jul-17,1,40-45,Abies concolor,51,Y,D,,,JMP,
507,GRNWOO,3-Jul-17,1,35-40,Calocedrus decurrens,21,Y,UH,,,JMP,
508,GRNWOO,3-Jul-17,1,35-40,Abies sp.,20,Y,D,,red fir?,JMP,
509,GRNWOO,3-Jul-17,1,35-40,Calocedrus decurrens,20,Y,UH,,,JMP,
510,GRNWOO,3-Jul-17,1,30-35,Quercus kelloggii,42,Y,H,,,JMP,
511,GRNWOO,3-Jul-17,1,25-30,Calocedrus decurrens,29,Y,D,,,JMP,
512,GRNWOO,3-Jul-17,1,25-30,Calocedrus decurrens,16,Y,UH,,,JMP,
513,GRNWOO,3-Jul-17,1,20-25,Abies concolor,15,Y,UH,,,JMP,
514,GRNWOO,3-Jul-17,1,20-25,Calocedrus decurrens,33,N,D,6,,JMP,
515,GRNWOO,3-Jul-17,1,15-20,Abies concolor,25,Y,D,,,JMP,
516,GRNWOO,3-Jul-17,1,10-May,Pinus jeffreyi,23,Y,H,,,JMP,
517,GRNWOO,3-Jul-17,1,10-May,Calocedrus decurrens,33,Y,H,,,JMP,
518,GRNWOO,3-Jul-17,1,15-Oct,Abies concolor,61,Y,D,,,JMP,
519,GRNWOO,3-Jul-17,1,15-20,Abies concolor,48,Y,UH,,,JMP,
520,GRNWOO,3-Jul-17,1,15-20,Abies concolor,24,Y,D,,,JMP,
521,GRNWOO,3-Jul-17,1,20-25,Abies concolor,21,N,D,12,,JMP,
522,GRNWOO,3-Jul-17,1,25-30,Calocedrus decurrens,37,Y,H,,,JMP,
523,GRNWOO,3-Jul-17,2,0-5,Pseudotsuga menziesii,58,Y,H,,,JMP,
524,GRNWOO,3-Jul-17,2,15-Oct,Calocedrus decurrens,41,N,UH,11,,JMP,
525,GRNWOO,3-Jul-17,2,15-Oct,Pseudotsuga menziesii,68,Y,H,,,JMP,
526,GRNWOO,3-Jul-17,2,20-25,Abies concolor,36,Y,D,,,JMP,
527,GRNWOO,3-Jul-17,2,20-25,Abies concolor,17,N,D,5,,JMP,
528,GRNWOO,3-Jul-17,2,20-25,Pseudotsuga menziesii,45,Y,H,,,JMP,
529,GRNWOO,3-Jul-17,2,15-20,Abies concolor,92,Y,H,,,JMP,
530,GRNWOO,3-Jul-17,2,30-35,Pinus ponderosa,50,Y,H,,,JMP,
531,GRNWOO,3-Jul-17,2,30-35,Abies concolor,58,Y,H,,,JMP,
532,GRNWOO,3-Jul-17,2,30-35,Abies concolor,57,Y,H,,,JMP,
533,GRNWOO,3-Jul-17,2,35-40,UNKNOWN,35,N,D,14,too decayed,JMP,
534,GRNWOO,3-Jul-17,2,40-45,Abies concolor,65,Y,H,,,JMP,
535,GRNWOO,3-Jul-17,2,45-50,Pinus ponderosa,29,N,UH,13,,JMP,
536,GRNWOO,3-Jul-17,2,40-45,Pinus ponderosa,67,Y,H,,,JMP,
537,GRNWOO,3-Jul-17,2,35-40,Pinus ponderosa,42,Y,H,,,JMP,
538,GRNWOO,3-Jul-17,2,30-35,Abies concolor,48,Y,D,,,JMP,
539,GRNWOO,3-Jul-17,2,25-30,Abies concolor,51,Y,D,,,JMP,
540,GRNWOO,3-Jul-17,2,30-35,Pinus ponderosa,46,Y,H,,,JMP,
541,GRNWOO,3-Jul-17,2,20-25,Abies concolor,42,Y,D,,,JMP,
542,GRNWOO,3-Jul-17,2,15-20,Calocedrus decurrens,82,Y,H,,,JMP,
543,HIBADR,28-Aug-17,1,45-50,Pinaceae,161,Y,D,,,JMP,
544,HIBADR,28-Aug-17,1,40-45,Pinaceae,23.1,Y,D,,,JMP,
545,HIBADR,28-Aug-17,1,35-40,Pinaceae,18.6,Y,D,,,JMP,
546,HIBADR,28-Aug-17,1,35-40,Pinaceae,19.3,Y,D,,,JMP,
547,HIBADR,28-Aug-17,1,30-35,Pinaceae,18.6,Y,D,,,JMP,
548,HIBADR,28-Aug-17,1,30-35,Pinaceae,43.9,Y,D,,,JMP,
549,HIBADR,28-Aug-17,1,25-30,Quercus kelloggii,34,N,D,10,,JMP,
550,HIBADR,28-Aug-17,1,20-25,Pinaceae,23.2,Y,D,,,JMP,
551,HIBADR,28-Aug-17,1,20-25,Pinaceae,18.9,Y,D,,,JMP,
552,HIBADR,28-Aug-17,1,20-25,Pinaceae,52,N,D,4,,JMP,
553,HIBADR,28-Aug-17,1,15-Oct,Pinaceae,16.2,Y,D,,,JMP,
554,HIBADR,28-Aug-17,1,0-5,Pinaceae,25.1,Y,D,,,JMP,
555,HIBADR,28-Aug-17,1,0-5,Pinaceae,16.8,Y,D,,,JMP,
556,HIBADR,28-Aug-17,1,10-May,Pinaceae,18.1,N,D,8,,JMP,
557,HIBADR,28-Aug-17,1,15-Oct,Pinaceae,18,Y,D,,,JMP,
558,HIBADR,28-Aug-17,1,15-Oct,Pinaceae,27,Y,D,,,JMP,
559,HIBADR,28-Aug-17,1,15-20,Pinaceae,16,Y,D,,,JMP,
560,HIBADR,28-Aug-17,1,15-20,Pinaceae,18.8,Y,D,,,JMP,
561,HIBADR,28-Aug-17,1,20-25,Pinaceae,15.9,Y,D,,,JMP,
562,HIBADR,28-Aug-17,1,20-25,Pinaceae,20.3,Y,D,,,JMP,
563,HIBADR,28-Aug-17,1,20-25,Pinaceae,15.2,Y,D,,,JMP,
564,HIBADR,28-Aug-17,1,25-30,Pinaceae,25.8,Y,D,,,JMP,
565,HIBADR,28-Aug-17,1,30-35,Pinaceae,28.3,N,D,9,,JMP,
566,HIBADR,28-Aug-17,1,35-40,Pinaceae,39.1,N,D,12,"HOLLOW ON ONE SIDE, RESPROUTING",JMP,
567,HIBADR,30-Aug-17,2,0-5,Pinaceae,19.5,Y,D,,,JMP,
568,HIBADR,30-Aug-17,2,0-5,Pinaceae,15.8,Y,D,,,JMP,
569,HIBADR,30-Aug-17,2,0-5,Pinaceae,20.1,Y,D,,,JMP,
570,HIBADR,30-Aug-17,2,0-5,Quercus kelloggii,69.7,Y,D,,,JMP,
571,HIBADR,30-Aug-17,2,10-May,Pinaceae,20.5,Y,D,,,JMP,
572,HIBADR,30-Aug-17,2,0-5,Pinaceae,15.5,Y,D,,,JMP,
573,HIBADR,30-Aug-17,2,10-May,Pinaceae,23,Y,D,,,JMP,
574,HIBADR,30-Aug-17,2,10-May,Pinaceae,31.1,N,D,6,,JMP,
575,HIBADR,30-Aug-17,2,10-May,Quercus kelloggii,36.9,N,D,3,,JMP,
576,HIBADR,30-Aug-17,2,10-May,Pinaceae,25.4,Y,D,,,JMP,
577,HIBADR,30-Aug-17,2,10-May,Pinaceae,28,Y,D,,,JMP,
578,HIBADR,30-Aug-17,2,10-May,Pinaceae,37,Y,D,,,JMP,
579,HIBADR,30-Aug-17,2,10-May,Pinaceae,18,Y,D,,,JMP,
580,HIBADR,30-Aug-17,2,10-May,Pinaceae,29.8,Y,D,,,JMP,
581,HIBADR,30-Aug-17,2,10-May,Pinaceae,27.7,Y,D,,,JMP,
582,HIBADR,30-Aug-17,2,10-May,Pinaceae,30.5,Y,D,,,JMP,
583,HIBADR,30-Aug-17,2,15-Oct,Quercus kelloggii,49.5,Y,D,,,JMP,
584,HIBADR,30-Aug-17,2,15-20,Quercus kelloggii,42.1,Y,D,,,JMP,
