site,severity,date,day,trap,indID,species,binomial,binomial_short,common_name,family,age,recap,weight,comments
HIBADR,high,2017-08-29,1,C8,768,OTBE,Otospermophilus beecheyi,O. beecheyi,California ground squirrel,Cricetidae,S,N,306,NA
HIBADR,high,2017-08-29,1,J7,326,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,17,NA
HIBADR,high,2017-08-29,1,C7,767,OTBE,Otospermophilus beecheyi,O. beecheyi,California ground squirrel,Cricetidae,S,N,281,NA
HIBADR,high,2017-08-29,1,D6,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,squirrel tail inside
HIBADR,high,2017-08-29,1,G6,KING-012,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,NA,mort
HIBADR,high,2017-08-29,1,E5,754,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,15,NA
HIBADR,high,2017-08-29,1,B2,757,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,18,NA
HIBADR,high,2017-08-29,1,C2,KING-009,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,NA,mort
HIBADR,high,2017-08-29,1,A1,985,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,20,NA
HIBADR,high,2017-08-29,1,E1,KING-007,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,19,mort; tail also cut off (possibly in trap)
HIBADR,high,2017-08-29,1,I1,894,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,23,NA
HIBADR,high,2017-08-29,1,J2,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HIBADR,high,2017-08-29,1,E3,660,OTBE,Otospermophilus beecheyi,O. beecheyi,California ground squirrel,Cricetidae,S,N,288,NA
HIBADR,high,2017-08-29,1,I3,KING-004,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,16,mort
HIBADR,high,2017-08-30,2,I10,464,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,18,NA
HIBADR,high,2017-08-30,2,J10,887,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,19,NA
HIBADR,high,2017-08-30,2,D8,739,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,18,NA
HIBADR,high,2017-08-30,2,J7,326,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,18,NA
HIBADR,high,2017-08-30,2,C5,767,OTBE,Otospermophilus beecheyi,O. beecheyi,California ground squirrel,Cricetidae,S,Y,285,NA
HIBADR,high,2017-08-30,2,D5,768,OTBE,Otospermophilus beecheyi,O. beecheyi,California ground squirrel,Cricetidae,S,Y,300,NA
HIBADR,high,2017-08-30,2,E7,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,sprung by cricket
HIBADR,high,2017-08-30,2,B6,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HIBADR,high,2017-08-30,2,A1,735,NESE,Neotamias senex,N. senex,Shadow chipmunk,Sciuridae,S,N,65,NA
HIBADR,high,2017-08-30,2,H2,894,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,21,NA
HIBADR,high,2017-08-30,2,E2,779,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,16,NA
HIBADR,high,2017-08-30,2,C2,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HIBADR,high,2017-08-30,2,A2,757,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,19,NA
HIBADR,high,2017-08-30,2,C3,807,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,20,NA
HIBADR,high,2017-08-30,2,G4,771,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,12,NA
HIBADR,high,2017-08-30,2,A4,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HIBADR,high,2017-08-30,2,B5,660,OTBE,Otospermophilus beecheyi,O. beecheyi,California ground squirrel,Cricetidae,S,Y,286,NA
HIBADR,high,2017-08-30,2,F5,754,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,11,NA
HIBADR,high,2017-08-30,2,I5,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HIBADR,high,2017-08-30,2,H6,KING-010,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,NA,mort
HIBADR,high,2017-08-30,2,G6,NA,MISS,NA,NA,NA,NA,NA,NA,NA,treadle not working
HIBADR,high,2017-08-31,3,A1,735,NESE,Neotamias senex,N. senex,Shadow chipmunk,Sciuridae,S,Y,66,NA
HIBADR,high,2017-08-31,3,I2,996,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,13,NA
HIBADR,high,2017-08-31,3,G2,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,escaped
HIBADR,high,2017-08-31,3,E2,KING-121,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,NA,mort
HIBADR,high,2017-08-31,3,C2,807,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,NA,mort
HIBADR,high,2017-08-31,3,B2,NA,MISS,NA,NA,NA,NA,NA,NA,NA,front door undisturbed; back door jammed open
HIBADR,high,2017-08-31,3,A2,757,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,22,NA
HIBADR,high,2017-08-31,3,J3,971,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,15,NA
HIBADR,high,2017-08-31,3,G4,771,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,NA,mort
HIBADR,high,2017-08-31,3,B5,739,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,19,NA
HIBADR,high,2017-08-31,3,J10,887,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,18,NA
HIBADR,high,2017-08-31,3,D10,773,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,12,NA
HIBADR,high,2017-08-31,3,C10,756,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,12,NA
HIBADR,high,2017-08-31,3,A9,825,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,18,NA
HIBADR,high,2017-08-31,3,E9,900,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,20,NA
HIBADR,high,2017-08-31,3,I9,818,OTBE,Otospermophilus beecheyi,O. beecheyi,California ground squirrel,Cricetidae,A,N,457,claws ripped off
HIBADR,high,2017-08-31,3,J9,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HIBADR,high,2017-08-31,3,D8,768,OTBE,Otospermophilus beecheyi,O. beecheyi,California ground squirrel,Cricetidae,S,Y,287,NA
HIBADR,high,2017-08-31,3,C6,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HIBADR,high,2017-08-31,3,E6,767,OTBE,Otospermophilus beecheyi,O. beecheyi,California ground squirrel,Cricetidae,S,Y,293,NA
HICAMP,high,2017-06-27,1,G1,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,knocked over
HICAMP,high,2017-06-27,1,G4,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,H4,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,H8,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,F6,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,G6,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,knocked over
HICAMP,high,2017-06-27,1,F3,300399,PEBO,Peromyscus boylii,P. boylii,Brush mouse,Cricetidae,A,N,16,parasites
HICAMP,high,2017-06-27,1,G3,NA,MISS,NA,NA,NA,NA,NA,NA,NA,Not set
HICAMP,high,2017-06-27,1,F10,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,F2,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,knocked over
HICAMP,high,2017-06-27,1,F1,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,knocked over
HICAMP,high,2017-06-27,1,D1,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,D2,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,knocked over
HICAMP,high,2017-06-27,1,D4,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,D5,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,D6,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,E1,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,E2,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,E3,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,E4,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,J4,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,I1,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,I2,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,A3,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,A4,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,A6,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,A5,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,noticibly moved
HICAMP,high,2017-06-27,1,B1,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,B2,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,B3,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,B4,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,B5,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,B6,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,B8,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,B10,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,C1,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,C2,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,C3,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,C5,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,C6,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,E5,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,knocked over
HICAMP,high,2017-06-27,1,E7,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,E8,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-27,1,J8,129373,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,19,NA
HICAMP,high,2017-06-27,1,J10,413422,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,13,NA
HICAMP,high,2017-06-27,1,J9,382277,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,11,NA
HICAMP,high,2017-06-27,1,C8,131357,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,13,NA
HICAMP,high,2017-06-27,1,J5,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,escaped mouse
HICAMP,high,2017-06-27,1,I10,415109,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,14,NA
HICAMP,high,2017-06-27,1,B9,NA,SPRU,NA,NA,NA,NA,A,N,600,escaped
HICAMP,high,2017-06-28,2,A8,458,OTBE,Otospermophilus beecheyi,O. beecheyi,California ground squirrel,Cricetidae,NA,N,630,NA
HICAMP,high,2017-06-28,2,B9,470465,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,15,NA
HICAMP,high,2017-06-28,2,B1,255,OTBE,Otospermophilus beecheyi,O. beecheyi,California ground squirrel,Cricetidae,A,N,620,NA
HICAMP,high,2017-06-28,2,J9,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,escaped
HICAMP,high,2017-06-28,2,G3,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,moved
HICAMP,high,2017-06-28,2,G5,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-28,2,G7,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,knocked over
HICAMP,high,2017-06-28,2,G9,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,knocked over
HICAMP,high,2017-06-28,2,G10,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-28,2,H10,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,flipped
HICAMP,high,2017-06-28,2,H8,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-28,2,H7,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-28,2,H4,300399,PEBO,Peromyscus boylii,P. boylii,Brush mouse,Cricetidae,A,Y,20,NA
HICAMP,high,2017-06-28,2,A3,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-28,2,C2,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-28,2,D10,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-28,2,C5,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,kicked over
HICAMP,high,2017-06-28,2,F4,NA,MISS,NA,NA,NA,NA,NA,NA,NA,kicked over; grass inside
HICAMP,high,2017-06-28,2,I10,415109,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,9,NA
HICAMP,high,2017-06-28,2,F6,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-28,2,F7,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-28,2,F8,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-28,2,F9,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-28,2,F10,454452,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,25,NA
HICAMP,high,2017-06-28,2,J7,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,tipped over/on side; bait present
HICAMP,high,2017-06-28,2,I2,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-28,2,E2,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-28,2,E5,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,moved out of place
HICAMP,high,2017-06-28,2,E6,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,treadle too loose
HICAMP,high,2017-06-28,2,E7,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-28,2,E9,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,knocked over and sprung
HICAMP,high,2017-06-28,2,J2,NA,SPRU,NA,NA,NA,NA,NA,N,19,Escaped
HICAMP,high,2017-06-28,2,J10,379293,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,15,NA
HICAMP,high,2017-06-28,2,H2,150352,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,19,NA
HICAMP,high,2017-06-28,2,D9,397,OTBE,Otospermophilus beecheyi,O. beecheyi,California ground squirrel,Cricetidae,A,N,435,NA
HICAMP,high,2017-06-28,2,J3,363,OTBE,Otospermophilus beecheyi,O. beecheyi,California ground squirrel,Cricetidae,A,N,585,NA
HICAMP,high,2017-06-29,3,A3,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-29,3,A4,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-29,3,A9,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,tipped
HICAMP,high,2017-06-29,3,B2,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,tipped
HICAMP,high,2017-06-29,3,I10,454452,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,21,NA
HICAMP,high,2017-06-29,3,E8,144279,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,15,NA
HICAMP,high,2017-06-29,3,H1,360126,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,20,very brown; dorsal stripe on tail; escaped
HICAMP,high,2017-06-29,3,B3,297,OTBE,Otospermophilus beecheyi,O. beecheyi,California ground squirrel,Cricetidae,A,N,699,NA
HICAMP,high,2017-06-29,3,G1,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-29,3,G2,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-29,3,G3,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-29,3,G5,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-29,3,J10,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-29,3,I3,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-29,3,E4,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-29,3,E5,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-29,3,E7,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-29,3,J4,129373,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,Y,16,NA
HICAMP,high,2017-06-29,3,F2,300399,PEBO,Peromyscus boylii,P. boylii,Brush mouse,Cricetidae,A,Y,18,NA
HICAMP,high,2017-06-29,3,H3,111119,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,16,NA
HICAMP,high,2017-06-29,3,B7,108125,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,16,ear 12 mm
HICAMP,high,2017-06-29,3,C2,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,high,2017-06-29,3,C8,NA,SPRU,NA,NA,NA,NA,NA,Y,15,escaped
HICAMP,high,2017-06-29,3,D2,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICORN,high,2017-08-15,1,A3,989,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,22,NA
HICORN,high,2017-08-15,1,A4,981,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,21,NA
HICORN,high,2017-08-15,1,B8,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICORN,high,2017-08-15,1,B10,050,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,22,NA
HICORN,high,2017-08-15,1,A10,982,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,18,NA
HICORN,high,2017-08-15,1,B6,962,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,16,NA
HICORN,high,2017-08-15,1,B5,997,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,23,NA
HICORN,high,2017-08-15,1,C2,NA,SPRU,NA,NA,NA,NA,NA,N,NA,escaped
HICORN,high,2017-08-15,1,C5,NA,MISS,NA,NA,NA,NA,NA,NA,NA,treadle not set after prebaiting
HICORN,high,2017-08-15,1,C6,959,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,20,NA
HICORN,high,2017-08-15,1,C9,885,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,20,early pregnancy
HICORN,high,2017-08-15,1,D7,978,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,16,NA
HICORN,high,2017-08-15,1,D3,970,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,19,NA
HICORN,high,2017-08-15,1,D1,878,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,19,NA
HICORN,high,2017-08-15,1,E1,960,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,14,faked death and escaped
HICORN,high,2017-08-15,1,E4,979,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,26,very pregnant
HICORN,high,2017-08-15,1,E8,967,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,19,beautiful pelage
HICORN,high,2017-08-15,1,F9,953,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,18,NA
HICORN,high,2017-08-15,1,F4,899,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,20,NA
HICORN,high,2017-08-15,1,F2,992,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,15,NA
HICORN,high,2017-08-15,1,G1,884,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,14,NA
HICORN,high,2017-08-15,1,G7,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICORN,high,2017-08-15,1,G9,895,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,20,very scrotal
HICORN,high,2017-08-15,1,J2,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICORN,high,2017-08-15,1,J3,381,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,20,NA
HICORN,high,2017-08-15,1,J4,331,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,11,NA
HICORN,high,2017-08-15,1,J5,291,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,12,NA
HICORN,high,2017-08-15,1,J6,726,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,22,NA
HICORN,high,2017-08-15,1,J8,749013,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,23,NA
HICORN,high,2017-08-15,1,J10,750269,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,15,NA
HICORN,high,2017-08-15,1,I3,747,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,17,NA
HICORN,high,2017-08-15,1,I1,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICORN,high,2017-08-15,1,H1,748,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,20,NA
HICORN,high,2017-08-15,1,H2,746,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,17,NA
HICORN,high,2017-08-15,1,H4,730988,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,17,NA
HICORN,high,2017-08-15,1,H7,NA,SPRU,NA,NA,NA,NA,A,N,16,escaped
HICORN,high,2017-08-15,1,H8,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICORN,high,2017-08-16,2,J2,976,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,12,NA
HICORN,high,2017-08-16,2,J3,291,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,20,bad tag; retagged with same tag
HICORN,high,2017-08-16,2,J6,189,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,21,has had previous litter
HICORN,high,2017-08-16,2,J8,749013,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,22,worried about left tag so tagged right ear
HICORN,high,2017-08-16,2,J10,750269,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,18,post-lactacting; worried about left tag so tagged right ear
HICORN,high,2017-08-16,2,I7,958,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,15,very small
HICORN,high,2017-08-16,2,I5,730988,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,17,worried about left tag so tagged right ear
HICORN,high,2017-08-16,2,I3,986,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,16,NA
HICORN,high,2017-08-16,2,I1,179,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,13,NA
HICORN,high,2017-08-16,2,H2,747,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,17,NA
HICORN,high,2017-08-16,2,H3,966,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,24,fat
HICORN,high,2017-08-16,2,H5,899,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,19,NA
HICORN,high,2017-08-16,2,H8,953,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,17,NA
HICORN,high,2017-08-16,2,G10,890,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,18,pretty fur and bristly tail; but short tail
HICORN,high,2017-08-16,2,G9,895,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,19,very scrotal
HICORN,high,2017-08-16,2,G3,877,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,15,NA
HICORN,high,2017-08-16,2,F1,466,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,21,too pregnant to jump
HICORN,high,2017-08-16,2,E8,967,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,19,NA
HICORN,high,2017-08-16,2,E4,979,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,26,might give birth tomorrow
HICORN,high,2017-08-16,2,E1,997,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,22,old mouse
